LABEL,LAT,LON,SHORTNAME
Wilshire Park,34.061077360283,-118.315287597992,West
Crescent Heights EEC,34.0463953807997,-118.374749262174,West
Grand View Blvd DL,34.0021038835828,-118.430158131419,West
Laurel EEC,34.0874331416943,-118.364320248216,West
Marvin EEC,34.0354754829755,-118.365195072814,West
Vine St EEC,34.0895443147781,-118.327224319775,West
Kingsley,34.0914007802775,-118.303194933425,West
Hollywood,34.0913431366621,-118.319570407826,West
Stella High Chrtr Acad,33.9284205704016,-118.306455068469,West
Larchmont Chrtr,34.0998690115832,-118.333651238048,West
Rosewood UP/UD Mag,34.0811223077454,-118.374766292661,West
Queen Anne Pl,34.0512679255756,-118.330902093531,West
Carson-Gore Acad of Env Studies,34.0393607922479,-118.319101186673,West
View Park High,34.0217596840518,-118.348225125458,West
Venice High STEMM Mag,33.9970588987913,-118.443658819626,West
Marvin,34.035661685797,-118.364332146444,West
Cienega,34.0314236189948,-118.354192328637,West
Ednovate - South LA College Prep,33.9518105411514,-118.287123678008,West
61st St CSPP,33.984392691758,-118.28180964445,West
Wilton Pl,34.0585321455232,-118.315369035643,West
Animo Legacy Chrtr MS,33.9211933766933,-118.306763244926,West
Pio Pico Middle,34.0456925937256,-118.317105423932,West
Region West Admin Off,34.029196549587,-118.436903906122,West
Westchester Env Natrl Sci Mag High,33.9568386576777,-118.430898766491,West
Marina Del Rey Middle,33.9867042069195,-118.419974590011,West
Alliance Ouchi-O'Donovan Chrtr High,33.9937096568577,-118.322664996083,West
Cochran Middle,34.0419387261182,-118.327167667972,West
New Heights,34.0105278811178,-118.31767106896,West
Sci Tech Eng Med at Bernstein High,34.0958976916695,-118.31467838372,West
ISANA Nascent Chrtr,34.0063390655752,-118.32159743152,West
Beethoven St,34.0022277579813,-118.443764558854,West
Venice High,33.9970588987913,-118.443658819626,West
Walgrove Ave,34.0064337046597,-118.450993431234,West
Stoner Ave,33.995590307005,-118.413474083048,West
Grand View Blvd,34.0021038835828,-118.430158131419,West
McBride Spec Ed Ctr,34.0015036934617,-118.43117378201,West
Charnock Rd,34.0180531165768,-118.420205040918,West
University Chrtr High,34.0449343239842,-118.459370193318,West
Palisades Chrtr High,34.0469129287866,-118.531476606841,West
Fairburn Ave,34.0588181632804,-118.431569181521,West
Emerson Comm Chrtr Middle,34.0539528635802,-118.435659341099,West
Overland Ave,34.0380889380875,-118.420717955712,West
Canfield Ave,34.0506561911824,-118.390349930281,West
Hamilton High,34.0341368994904,-118.391659944687,West
Shenandoah St,34.038552727382,-118.384231505512,West
54th St,33.9920096728947,-118.343436905922,West
Mann UCLA Comm School,33.9765901374886,-118.31222134952,West
Crescent Heights Mag,34.0473505691415,-118.374469563513,West
Los Angeles Ctr for Enriched Studies,34.044422237831,-118.371230693652,West
Saturn St,34.0462418762062,-118.356526230461,West
Carthay ES of Env Studies Mag,34.0595455510652,-118.369131473315,West
Hancock Park,34.0695123247966,-118.360211523947,West
Wilshire Crest,34.0580308820798,-118.343760285597,West
Burroughs Middle,34.0635749503099,-118.336137684844,West
Los Angeles High,34.0551570043949,-118.332903759011,West
Parks/Huerta EEC,33.9880589428415,-118.292125805957,West
Mid-City Prescott Mag,34.0318227651812,-118.318273020187,West
Open Mag Chrtr,33.9684471520946,-118.378057190701,West
Wonderland Ave,34.113928276009,-118.380064301182,West
West Hollywood,34.0891068539703,-118.38688675071,West
6th Ave,34.0266254768233,-118.324172710326,West
Warner Ave,34.0695338005899,-118.433782511048,West
Sterry,34.0443393602263,-118.447322627523,West
Clover Ave,34.0265388511984,-118.424739602955,West
Palms Middle,34.0220946816408,-118.415347065116,West
Castle Heights,34.0384865596764,-118.398353636528,West
Los Angeles Tech Ctr,34.0401852927199,-118.325549542039,West
Paseo Del Rey Acad,33.9570019104655,-118.434073043533,West
Community Mag Chrtr,34.0818443705819,-118.462233052808,West
Gardner St,34.0993891106627,-118.352176248043,West
Selma Ave,34.1002012994845,-118.334631812421,West
Cheremoya Ave,34.1057124750266,-118.320841261429,West
Grant,34.0999492713168,-118.31248145657,West
Van Ness Ave,34.0803689257006,-118.316431235837,West
Valley View,34.1256094642321,-118.345526033739,West
Le Conte Middle,34.094867423675,-118.316884791275,West
Laurel CACT Mag,34.0880033111729,-118.363297401263,West
Webster Middle,34.0280974550669,-118.434469117961,West
Arlington Heights,34.0414207233319,-118.325467041658,West
Playa Del Rey,33.9828575409269,-118.409897431103,West
Cowan Ave,33.9726498971627,-118.406157294832,West
Wright Eng Des Mag,33.9677173922429,-118.40398868935,West
Virginia Rd,34.0285279833668,-118.339977420328,West
3rd St,34.0700084552056,-118.335342262542,West
Venice Skills Center,33.9959291193815,-118.47269984985,West
Broadway,33.9970752430515,-118.46226702783,West
Coeur D'Alene Ave,33.9896657980721,-118.453108743686,West
Kentwood,33.9622603969739,-118.404957251589,West
Westport Heights,33.9670547143805,-118.388493530684,West
Loyola Villg FPA Mag,33.9575549612691,-118.421107962324,West
Mar Vista,34.0163919830946,-118.434197911543,West
Short Ave,33.9899616634498,-118.432092325557,West
Marlton School,34.0087365876847,-118.343832710764,West
Bright,34.0232509433544,-118.3108924337,West
Braddock Dr,33.9927165657044,-118.415905702453,West
Baldwin Hills,34.0226364771529,-118.365491176271,West
Palms,34.0260803211764,-118.407544569061,West
Washington STEAM Mag,33.936873392766,-118.302494948103,West
Alta Loma DLC Sp,34.043145795783,-118.340118990211,West
Cimarron Ave STEAM Mag,33.9291065525942,-118.315987159351,West
Hillcrest Dr Music Mag,34.014090061505,-118.348298313773,West
Hillcrest Dr DL Sp,34.014090061505,-118.348298313773,West
La Salle Ave DLC Sp,33.9576941570534,-118.306279622999,West
Bancroft GSTEAM Mag,34.0879926620476,-118.33744344438,West
Dorsey FEMS Mag,34.0228612776493,-118.348085446942,West
Canyon Chrtr,34.0315642913141,-118.512041001624,West
Kenter Canyon Chrtr,34.0700450808972,-118.488609683617,West
Marquez Chrtr,34.0458009033224,-118.547491557478,West
Pacific Palisades Chrtr,34.0455841489664,-118.526896551537,West
Revere Chrtr Middle,34.0547275776776,-118.494461731859,West
Hawkins High C/DAGS,33.9870406943809,-118.288348280745,West
Dorsey SM/L Mag,34.0228612776493,-118.348085446942,West
Dorsey STM Mag,34.0228612776493,-118.348085446942,West
42nd St DWS,34.0063058573519,-118.3219592594,West
Larchmont Chrtr,34.0619208364465,-118.33696156292,West
Topanga Chrtr,34.0929375439094,-118.605098501866,West
Bancroft Middle,34.0879926620476,-118.33744344438,West
Bradley Glbl Awr Mag,34.0153678137314,-118.323022442542,West
Westchester Gifted/STEAM Mag,33.9563231020725,-118.428970538665,West
Richland Ave,34.027732999331,-118.439372288493,West
Westwood Chrtr,34.0470811829524,-118.430271689251,West
Western Ave TECH Mag,33.9936850288486,-118.307153270214,West
42nd St,34.0063058573519,-118.3219592594,West
59th St,33.9863960290301,-118.320116466064,West
YES Academy,33.9801943387918,-118.327988224365,West
Audubon Middle,34.0097037794704,-118.328319622866,West
Citizens of the World Chrtr Mar Vista,34.0319250848005,-118.442488527927,West
Citizens of the World Chrtr Mar Vista,34.0298222429076,-118.435434896832,West
52nd St,33.9958801650124,-118.288433208586,West
Budlong Ave,33.9867327866009,-118.295098120465,West
Muir Middle,33.9867244462349,-118.293068178724,West
Citizens of the World Chrtr Mar Vista,34.0331492357764,-118.442446134671,West
"Lawson Acad of Arts, Math & Sci",33.9777088089152,-118.290387804646,West
Hawkins High,33.9870406943809,-118.288348280745,West
Marina Del Rey PA Mag,33.9867042069195,-118.419974590011,West
KIPP Scholar Acad,33.9839846745223,-118.286875115993,West
La Salle Ave,33.9576941570534,-118.306279622999,West
Manhattan Pl,33.9485911224555,-118.310921114745,West
Century Park,33.9364782160609,-118.319826775232,West
Washington Prep High,33.936873392766,-118.302494948103,West
Cimarron Ave,33.9291065525942,-118.315987159351,West
Harte Prep Middle,33.9514976896732,-118.288082776581,West
Audubon Gifted Mag,34.0097037794704,-118.328319622866,West
95th St,33.9491978707325,-118.294427993793,West
Woodcrest,33.9378681049615,-118.295172130391,West
West Athens,33.9243931983607,-118.293985805954,West
Bancroft PA Mag,34.0879926620476,-118.33744344438,West
Muir STM Mag,33.9867244462349,-118.293068178724,West
Crenshaw STEMM Mag,33.9966452756709,-118.327620201394,West
Hollywood High,34.0991841531083,-118.340049111252,West
Animo Venice Chrtr HS,33.9971405964153,-118.463353203634,West
Animo South LA Chrtr HS,33.9330147043755,-118.308295380865,West
CATCH Prep Chrtr High Inc,34.0093844144952,-118.329446073219,West
ICEF View Pk Prep Acc HS,33.9905966393406,-118.331162060185,West
M & O Proj. Unit South,33.979776669272,-118.328047306175,West
Gardner St AI Mag,34.0993891106627,-118.352176248043,West
Playa Vista,33.9683946930084,-118.424520160397,West
Lashon Acad City,34.0261646186273,-118.323733036839,West
Crete Acad,33.9844629547278,-118.331061373708,West
ICEF Vista Middle Acad,33.9945842621444,-118.418828379288,West
Citizens of the World Hollywood,34.0949141906529,-118.31782754178,West
Alliance Virgil Roberts Leadership Acad,33.9765908340455,-118.32504723601,West
Magnolia Science Academy 6,34.0586320531382,-118.314418568412,West
TEACH Academy of Technologies,33.9440533060109,-118.309220548037,West
Alliance Piera Barbaglia Shaheen Health,33.9608109043799,-118.294233490762,West
Larchmont Chrtr,34.0935580892702,-118.362000877961,West
Stella Academy Chrtr,34.0167950678131,-118.344286462278,West
Alliance Renee and Meyer Luskin High,33.9764873111661,-118.325409426835,West
New Los Angeles Chrtr,34.0407791495544,-118.357966772806,West
Goethe International Chrtr,33.9874700790143,-118.421823665479,West
ICEF Vista Acad,33.9945842621444,-118.418828379288,West
Melrose Ave Mag,34.0844705179377,-118.345717098806,West
Magnolia Science Acad 4,34.0298222426515,-118.435434896831,West
ICEF View Pk Prep Cht MS,33.9944934400284,-118.331152889151,West
Ramona,34.0916472863509,-118.300012348721,West
Alta Loma,34.043145795783,-118.340118990211,West
Braddock Dr CSPP,33.9927165657044,-118.415905702453,West
Stoner Ave CSPP,33.995590307005,-118.413474083048,West
Coliseum St CSPP,34.0177686479826,-118.344035521381,West
Gardner St SPS,34.0993891106627,-118.352176248043,West
Cheremoya SPS,34.1057124750266,-118.320841261429,West
West Athens CSPP,33.9243931983607,-118.293985805954,West
Van Ness Ave CSPP,34.0803689257006,-118.316431235837,West
Le Conte CESCA Mag,34.094867423675,-118.316884791275,West
New Los Angeles,34.0218038536807,-118.371025425966,West
Hamilton Hum Mag,34.0341368994904,-118.391659944687,West
Hollywood PA Mag,34.0991841531083,-118.340049111252,West
Johnson STEM Acad,33.9581583588605,-118.426721682134,West
BALA,33.9357130238981,-118.302740821095,West
Braddock Dr Gifted Mag,33.9927165657044,-118.415905702453,West
CTC - West,34.0820377192664,-118.360065586564,West
City Language Immersion Chrtr,34.043731533378,-118.324829779186,West
WISH Acad High,33.9595834920974,-118.42660303451,West
WISH Community,33.9595834920974,-118.42660303451,West
Math and Sci College Prep,34.0324357034519,-118.319155909223,West
TEACH Academy of Technologies,33.9452448320297,-118.308821954764,West
Hyde Park EEC,33.9810508435505,-118.328984195352,West
Hillcrest Dr,34.014090061505,-118.348298313773,West
Lrng by Design Chrtr,33.9758861427424,-118.317886850111,West
Vox Collegiate of LA,33.959850076415,-118.294096654782,West
TEACH Prep Cunningham & Morris,33.9606904661668,-118.30921783725,West
Marvin Lang Mag,34.035661685797,-118.364332146444,West
Global Educ Acad 2,34.0110064548014,-118.315494434197,West
TEACH Tech High,33.9398674789889,-118.308787706461,West
WISH Community,33.969139549267,-118.404526994381,West
74th St Gifted Mag,33.9723379910949,-118.316614488232,West
Cowan Ave GIH Mag,33.9726498971627,-118.406157294832,West
Dorsey High,34.0228612776493,-118.348085446942,West
Coliseum St,34.0177686479826,-118.344035521381,West
Hamilton AMPA Mag,34.0341368994904,-118.391659944687,West
Revere STM Mag,34.0547275776776,-118.494461731859,West
Wright Gifted Mag,33.9677173922429,-118.40398868935,West
Fairfax VA Mag,34.0820377192664,-118.360065586564,West
Libertas Col Prep Chrtr,33.9967778964542,-118.309095852153,West
Venice WLGS Mag,33.9970588987913,-118.443658819626,West
Angeles Mesa STEAM Mag,33.9960174376157,-118.321978198259,West
Webster STEAM Mag,34.0280974550669,-118.434469117961,West
Palms Gifted Mag,34.0220946816408,-118.415347065116,West
GALA Dr. King School for STEM,34.0550973734931,-118.331424123204,West
Twain WL Mag,34.0010387722503,-118.446065389237,West
Baldwin Hills Gifted Mag,34.0226364771529,-118.365491176271,West
Burroughs Gifted Mag,34.0635749503099,-118.336137684844,West
Bernstein CACT Mag,34.0958976916695,-118.31467838372,West
Fairfax PA Mag,34.0820377192664,-118.360065586564,West
ICEF Vista Acad,33.9949731969339,-118.413723340699,West
Saturn St AM Mag,34.0462418762062,-118.356526230461,West
LA Mid-City CoS,34.0580308820798,-118.343760285597,West
Virginia Rd DLC Sp,34.0285279833668,-118.339977420328,West
South Mid-City CoS,33.9765901374886,-118.31222134952,West
Venice CoS,34.0021038835828,-118.430158131419,West
University MAST Mag,34.0449343239842,-118.459370193318,West
West LA CoS,34.0508064408914,-118.474093113167,West
Westchester CoS,33.9575549612691,-118.421107962324,West
Kentwood EEC,33.9612437602057,-118.405179921579,West
Palms MMC Mag,34.0220946816408,-118.415347065116,West
Emerson Adult Ctr,33.9567568299839,-118.403553846794,West
Los Angeles STEAM Mag,34.0551570043949,-118.332903759011,West
Secondary CDS,33.9767431290826,-118.312510280557,West
Westchester Med Mag High,33.957741573437,-118.428843458466,West
Hollywood NM Mag,34.0991841531083,-118.340049111252,West
Clay Middle,33.9211933766933,-118.306763244926,West
3rd St Gifted Mag,34.0700084552056,-118.335342262542,West
M & O Area S-1 Office,33.9793288432327,-118.328756288714,West
M & O Area C-1 Office,34.0477700658443,-118.342914627754,West
95th St EEC,33.9489278146855,-118.292965229895,West
Inventory Mgt,33.9808735899674,-118.107227885388,
Oat Mountain Radio Tower,34.3292865603997,-118.601218931009,
King/Drew Medical Mag High,33.9245917534918,-118.245517238344,
Canyon Creek,34.6418641917454,-118.496300698965,
Clear Creek Outdoor Ed Center,34.2799169528042,-118.171548334372,
