LABEL,PHY_REGION,LAT,LON
Sherman Oaks Center for Enriched Studies,N,34.1852605674977,-118.538418558138
Vanalden Ave,N,34.1833535913855,-118.547202120685
Shirley Ave,N,34.1961530690616,-118.557200208302
West Valley Occup Center,N,34.1839910124351,-118.569327282877
Brainard,N,34.2774078059759,-118.364612617322
Heliotrope Ave,E,33.9859365663498,-118.177789794405
San Antonio,E,33.9829443219254,-118.211509572272
Park Ave,E,33.960674753779,-118.173237566686
South Gate High,E,33.956040202184,-118.208953325621
South Gate Middle,E,33.9519873371832,-118.19799105587
Walnut Park,E,33.9670722214952,-118.223772100659
Fairfax High,W,34.0820377192664,-118.360065586564
Union Ave,E,34.0632282940772,-118.267125175914
Roscomare Rd,W,34.1209189037287,-118.464889915578
Brockton Ave,W,34.0441340371624,-118.462880016846
Brentwood Mag,W,34.0508064408914,-118.474093113167
Mayberry St,W,34.084012294974,-118.264872096619
Clifford Math & Tech Mag,W,34.0889366826662,-118.258055230922
Los Feliz STEMM Mag,W,34.102481544388,-118.292813651656
Franklin Ave,W,34.1059760264358,-118.284671606231
King Film/Media Mag,W,34.0970400763778,-118.280831095752
Westminster Ave M/T/E Mag,W,33.9914704941386,-118.472302855259
Twain Middle,W,34.0010387722503,-118.446065389237
Vanowen Dist Warehouse,N,34.1944214500627,-118.594650311863
Sylmar Chrtr High,N,34.3078915768732,-118.440453567587
Holmes Middle,N,34.2407140864165,-118.506494954804
Aggeler High (Opp),N,34.2424356461723,-118.592816021867
City Terrace,E,34.0569603150361,-118.171478164178
Foshay Learning Ctr,S,34.0191598098432,-118.307476803477
Stella ES Chrtr Acad,W,34.0313726330129,-118.352489105152
Puente Chrtr,E,34.0412501222222,-118.219811144831
North Hollywood High,N,34.1667129120932,-118.39003906227
KIPP LA College Prep,E,34.0315026682046,-118.209765775114
N.E.W. Academy - Sci & Arts,E,34.058795106975,-118.266832041462
PUC CALS Chrtr Middle and Early College HS,E,34.137214965403,-118.187731498085
Our Community Chrtr,N,34.2528343284496,-118.563500948867
74th St,S,33.9723379910949,-118.316614488232
North Valley Military Inst Col Prep Acad,N,34.2680241453402,-118.302910352682
Renaissance Arts Acad,W,34.1079373407982,-118.241443851056
De La Hoya Animo High,E,34.0234688972628,-118.203483349549
PUC Lakeview Chrtr School,N,34.2800975461506,-118.381550015201
Lafayette Park PC,E,34.0664371661031,-118.280394646194
Ochoa Lrng Ctr,E,33.9679311713605,-118.176600879948
Downtown Value School,S,34.0373080018032,-118.279445265852
Bellingham,N,34.1928290693254,-118.398162674935
HighTech LA,N,34.1869040473226,-118.504988501579
Bert Corona Chrtr,N,34.2403595094289,-118.415416680894
Angeles Mesa,W,33.9960174376157,-118.321978198259
Windsor Mag,W,33.9962938546103,-118.356530841437
Discovery Chrtr Prep 2,N,34.3187224404751,-118.425397687842
Raymond Ave,S,33.971638483736,-118.299217578521
186th St,S,33.8629376659692,-118.305929973275
Halldale,S,33.8334037230259,-118.300636027121
Gardena High,S,33.868460920097,-118.296833965145
Towne Ave,S,33.857775483488,-118.267063376753
Van Deene Ave,S,33.8379434798885,-118.288689111963
White Middle,S,33.8256582402112,-118.284929356529
Caroldale Lrng Comm,S,33.8223588638461,-118.282806831965
Menlo Ave,S,34.007816789375,-118.288705841034
Alexander Sci Ctr,S,34.0173077198559,-118.284016575494
Stanford PC,E,33.9482683444406,-118.217643785154
Vista Middle,N,34.2200608252712,-118.460625838339
Miller,S,33.9692821174227,-118.289250640767
Manchester Ave,S,33.9594137359706,-118.285824264319
Barrett,S,33.9482918674599,-118.281100863572
Carson St,S,33.8326134875615,-118.275121954092
Dolores St,S,33.8215770397151,-118.271886833783
Carson High,S,33.8222190430471,-118.273949283204
Carnegie Middle,S,33.8296722278265,-118.258136519295
Bonita St,S,33.828508429894,-118.260429781908
Leapwood Ave,S,33.8558427500796,-118.260924646881
West Vernon Ave,E,34.0046884974513,-118.279622233065
Maple PC,E,34.0154976272077,-118.271201807356
Orthopaedic Med Mag HS,E,34.0279654266195,-118.271821649507
Figueroa St,S,33.9343079772536,-118.283708386886
South Park,S,33.9608377321974,-118.26621080561
Annalee Ave,S,33.8541630582635,-118.251821137028
Curtiss Middle,S,33.8502217604818,-118.251232246635
Broadacres Ave,S,33.8542791795466,-118.239102506788
Del Amo,S,33.8368281124171,-118.240133410619
Dominguez,S,33.836104344586,-118.213952069143
Lomita Mag,S,33.8014363861274,-118.320781675322
61st St,S,33.984392691758,-118.28180964445
Loma Vista Ave,E,33.9900452104811,-118.199659499309
Miles Ave,E,33.9775483732812,-118.217795778992
Corona Ave,E,33.9768791823298,-118.197418220806
118th St,S,33.926025007834,-118.271998356847
116th St,S,33.9287410076785,-118.261159640802
Eshelman Ave,S,33.7882517607575,-118.313943779732
Harbor City,S,33.7931545745959,-118.303512348394
President Ave,S,33.8047639310786,-118.302175885496
Narbonne High,S,33.8029409910589,-118.305383460846
Normont,S,33.7960341335865,-118.293245363808
232nd Pl,S,33.8141212341761,-118.281747535974
Woodlawn Ave,E,33.9778153361824,-118.177234190365
Bell High,E,33.9726972296907,-118.190235072538
Waters Emp Prep Ctr,S,33.9373005551615,-118.255081126002
99th St,S,33.9464097792125,-118.257595922373
Parmelee Ave,S,33.9700583826955,-118.250991482602
Russell,S,33.9609866843412,-118.252047925435
Graham,S,33.9609960481612,-118.238158834776
Dodson Middle,S,33.7659305032856,-118.315632068352
Park Western Pl,S,33.7534906398306,-118.304006161718
Willenberg Spec Ed Ctr,S,33.74068849769,-118.309204502454
7th St Arts Int Mag,S,33.7386272202339,-118.310772181683
South Shores Mag,S,33.7232395480764,-118.322571764929
Johnston CDS,S,33.7649139427926,-118.298533344713
Garcetti Lrng Acad,S,33.9772687019954,-118.284312016683
96th St,S,33.9501846705614,-118.248323468966
92nd St,S,33.9519220543536,-118.236835862442
Riley High,S,33.9430575268411,-118.24714835157
Taper Ave,S,33.7625494155997,-118.298416125639
Harbor Occ Ctr,S,33.7495978953744,-118.286298090619
Barton Hill,S,33.7464854713903,-118.288975117521
Cabrillo Ave,S,33.7374416350181,-118.293692163891
Dana Middle,S,33.73026038052,-118.295767099471
15th St,S,33.7301639921139,-118.286797451988
66th St,S,33.9795415994324,-118.267628602565
Alonzo CDS,W,34.094958324709,-118.315049029285
Ritter,S,33.9338877660946,-118.227032874782
Liberty Blvd,E,33.9611409137935,-118.221621587722
Stanford Ave,E,33.9513129925174,-118.221032135779
Leland St,S,33.7247393732875,-118.300100556798
White Point,S,33.7161895356474,-118.307347036362
Pt Fermin Mag,S,33.7142555952827,-118.290239724181
Pacoima Middle,N,34.250347461963,-118.425861471474
Wadsworth Ave,E,34.0101074088603,-118.257989807619
Montara Ave,E,33.9445594116711,-118.217857241302
State St,E,33.9643959259554,-118.211670861569
Hughes,E,33.9649539775879,-118.192558707372
Independence,E,33.9589776284574,-118.210106886192
San Gabriel Ave,E,33.9556750483225,-118.201672234702
Victoria Ave,E,33.946033001068,-118.21117118887
Adams Middle,E,34.0230568092458,-118.271721871359
20th St,E,34.0228229117218,-118.250084067269
San Miguel,E,33.9451778052279,-118.201481445966
Bryson Ave,E,33.944043864505,-118.192787826408
Tweedy,E,33.9436336714285,-118.181660695461
Purche Ave,S,33.9116063835844,-118.319644339491
Chapman,S,33.895501417947,-118.312912212732
153rd St,S,33.8935171184935,-118.305890602634
Andasol Ave SPS,N,34.2547947032851,-118.514418380875
Plummer CSPP,N,34.2405369400217,-118.460030221564
Haddon Ave CSPP,N,34.2533308582277,-118.421788427652
Beachy Ave CSPP,N,34.2474755941096,-118.438795016645
Fernangeles SPS,N,34.232032687766,-118.39509313057
Sunland SPS,N,34.2628959631439,-118.314318217222
Washington PC,S,33.9326544023754,-118.291004240655
Maywood Academy High,E,33.9829591769108,-118.1895972761
ISANA Nascent Chrtr,W,34.0257248563629,-118.333379448172
CHAMPS,N,34.1949973671423,-118.448476438008
Stonehurst Ave SPS,N,34.249154568696,-118.370354929243
Capistrano SPS,N,34.2167560027589,-118.61633882199
Hart St CSPP,N,34.1965357477804,-118.591762060722
Sunny Brae Ave CSPP,N,34.2128775520168,-118.582085317111
Limerick Ave CSPP,N,34.2254990192897,-118.582186826854
Santa Monica Blvd Comm,W,34.0895271920266,-118.315600425436
Para Los Niños Chrtr,E,34.0349940581653,-118.236684821538
PUC Milagro Chrtr ES,E,34.0667063883159,-118.220161616107
36th St EEC,W,34.0234218923661,-118.311668952091
West Adams Prep High,W,34.0395303683098,-118.290433510733
Liechty Middle,E,34.0542323443386,-118.269354927016
Animo Taylor Chrtr Middle,S,33.9341711494829,-118.263753155409
Center for Advanced Lrng,E,34.0106182215116,-118.256328948124
Fenton PC,N,34.2776859729404,-118.401969994282
Magnolia Sci Acad 2,N,34.1868363900407,-118.505746108542
PUC Triumph Acad and Chrtr High,N,34.3144715496352,-118.459030996321
Synergy Chrtr,E,34.0140269819163,-118.259892217137
Harvard,W,34.0769681307914,-118.303979902931
Olympic PC,E,34.0479285740021,-118.270346332019
Ocean Chrtr,W,33.9846254155581,-118.426924126672
Legacy High International Studies Lrng Ctr,E,33.941501797601,-118.177669954048
Bernstein High,W,34.0958976916695,-118.31467838372
Roybal Lrng Ctr,E,34.0608546816963,-118.255849628652
Romer Middle,N,34.1894000153761,-118.398195087777
Byrd Middle,N,34.223229023321,-118.407878185829
Gabriella Chrtr,E,34.0793573492989,-118.257224271568
Alliance Burton Tech HS,S,33.9444578137157,-118.278553342244
Alliance Collins Family College-Ready HS,E,33.977425996691,-118.234132658474
James Jordan Middle,N,34.2173509893199,-118.53848348688
LA Acad of Arts and Enterprise,E,34.0619307567799,-118.26442459699
LA Global Studies,E,34.0576801920555,-118.261807961061
LA High for the Arts,W,34.0584167136384,-118.2958907297
Academic Leadership Community,E,34.0576801920555,-118.261807961061
School for the Visual Arts & Humanities,W,34.0584167136384,-118.2958907297
KIPP Raices Acad,E,34.0233043112967,-118.156151702367
Lake St PS,E,34.068586474522,-118.271000150994
Port of LA High,S,33.7400481907325,-118.282391696641
Annenberg High,E,34.0108190941872,-118.273732610043
Vladovic Harbor Teacher Prep Acad,S,33.7828811854656,-118.283619760027
Middle College High,S,33.9284205704016,-118.306455068469
4th St PC,E,34.0275548534704,-118.154498763386
ICEF Inno LA,S,33.9970523651069,-118.291708717238
ICEF View Park Acc Prep,W,33.9944934400284,-118.331152889151
UCLA Community School,W,34.0580274281338,-118.296998266215
De La Torre Jr.,S,33.7761546758589,-118.26544570785
Del Olmo,E,34.0736287272469,-118.292076714958
Kim,W,34.0702247652619,-118.308157190929
Huntington Park,E,33.9850761685562,-118.195417425803
Wilshire Park,W,34.061077360283,-118.315287597992
Clinton Middle,E,34.0173173115361,-118.277014160558
New Open World Acad,W,34.058026686915,-118.297299522476
Castro Middle,E,34.0615635538179,-118.264638862236
Kim Acad,W,34.0633014864712,-118.290734742284
Cortines School of VPA,E,34.0586864912061,-118.242887695408
Vista SM Mag,N,34.2200608252712,-118.460625838339
Lawrence Gifted Mag,N,34.2534141692113,-118.591845074749
Contreras School of Bus & Tourism,E,34.058826454698,-118.260232724169
Arleta High,N,34.2499478031901,-118.441739462636
East Valley High,N,34.1700460922892,-118.371402957476
Broadous EEC,N,34.2831335068003,-118.406742975211
Narbonne BET Mag,S,33.8029409910589,-118.305383460846
Gardena ER Mag,S,33.868460920097,-118.296833965145
Cleveland Hum Mag,N,34.2178488857485,-118.547377885641
Hollenbeck STEMM Mag,E,34.0360200780565,-118.212093952045
Kennedy GM Mag,N,34.2751250165491,-118.487004223785
Lincoln STM Mag,E,34.0747069182745,-118.202308543654
Brooklyn Ave EEC,E,34.0396502217494,-118.164324415592
Canoga Park EEC,N,34.2043347036153,-118.604876817121
Crescent Heights EEC,W,34.0463953807997,-118.374749262174
Dayton EEC,W,34.0821912055492,-118.287669225661
Eastman Ave EEC,E,34.0171511538349,-118.184608593702
El Sereno EEC,E,34.0900027290518,-118.175956615897
San Pedro MSTM Mag,S,33.729915585087,-118.298620196262
San Pedro PA Mag,S,33.729915585087,-118.298620196262
Curtiss GE Mag,S,33.8502217604818,-118.251232246635
Porter Ranch Sch DLC,N,34.2932053643269,-118.581605823573
N.E.W. Canoga Park,N,34.2067022036915,-118.597914938399
Escutia PC,E,33.9787698194686,-118.198358280026
Garza PC,E,34.0245504203221,-118.218367692705
Bakewell PC,S,33.9595694158135,-118.289894242731
Hooper Ave PC,E,33.9955803168569,-118.252828398222
Gates St EEC,E,34.072378719323,-118.204830016871
Graham EEC,S,33.9620174907809,-118.238222305511
102nd St EEC,S,33.9445397316435,-118.238221089684
Hawaiian EEC,S,33.7751904324244,-118.276830002843
Hobart Blvd EEC,W,34.0532900125482,-118.305890124716
Castelar St DL Ma,E,34.0640362956195,-118.239656196618
Grand View Blvd DL,W,34.0021038835828,-118.430158131419
Gates St DLC Sp,E,34.0728476327389,-118.205859124422
Fernangeles DL Sp,N,34.232032687766,-118.39509313057
Cohasset St DL Sp,N,34.2076178834663,-118.478267337925
Pacific Blvd,E,33.9906263064554,-118.22396762932
Lizarraga,E,34.0106549884893,-118.266872733234
Aurora,E,33.9946781227489,-118.257577152826
Mariposa-Nabi PC,W,34.0532109666599,-118.299470602134
Coughlin,N,34.2699466316467,-118.403382153829
Holmes Ave EEC,E,33.9952127992222,-118.240737826176
Hooper EEC,E,33.9955775569718,-118.253707903995
Laurel EEC,W,34.0874331416943,-118.364320248216
Logan St EEC,E,34.0782461491665,-118.258302769097
Marvin EEC,W,34.0354754829755,-118.365195072814
Barrett DLC Sp,S,33.9482918674599,-118.281100863572
Ambler Ave DLC Sp,S,33.8782379821752,-118.270787939905
122nd St DLC Sp,S,33.921928696819,-118.267998041535
Lexington Ave PC,W,34.0928517553487,-118.288271236043
Maywood,E,33.9932442890974,-118.183950453521
20th St DLC Sp,E,34.0228229117218,-118.250084067269
Huntington Park DLC Sp,E,33.9850761685562,-118.195417425803
Riordan PC DWF,E,34.1113191441177,-118.196427280267
Sepulveda Middle,N,34.2410773997984,-118.466059043259
Haddon Ave,N,34.2533308582277,-118.421788427652
Maclay Middle,N,34.2712844761493,-118.406249467707
Napa St,N,34.2255942948434,-118.54745543459
Middleton PC,E,33.9788041660274,-118.229351732325
Panorama City,N,34.2267722391043,-118.456887408856
Sendak,N,34.1780500486091,-118.380747474218
San Fernando EEC,N,34.2799781485815,-118.449484216345
Vine St EEC,W,34.0895443147781,-118.327224319775
Wilmington EEC,S,33.7869810119898,-118.245631995712
Animo Pat Brown,S,33.9630947293507,-118.242611283559
Animo Ralph Bunche High,E,34.012399826496,-118.243696785318
Allesandro SPS,W,34.1019316009581,-118.251937256777
Bushnell Way CSPP,E,34.1024234919918,-118.189339757433
Knollwood SPS,N,34.285302783957,-118.492490793484
Kingsley,W,34.0914007802775,-118.303194933425
Amanecer PC,E,34.0243128167963,-118.18560708151
Hollywood,W,34.0913431366621,-118.319570407826
Animo Jackie Robinson,E,34.0178907444929,-118.275840321148
Stella High Chrtr Acad,S,33.9284205704016,-118.306455068469
O'Melveny CSPP,N,34.2752139114211,-118.445485590792
Granada SPS,N,34.2666533332574,-118.507818154571
Osceola St CSPP,N,34.289897249508,-118.456177728528
Madison,E,33.9459162409876,-118.214163290428
Bushnell Way,E,34.1024234919918,-118.189339757433
South East High,E,33.9442755689876,-118.222330367572
Hope St,E,33.9687752950703,-118.209435740711
Extera Public School,E,34.0449675081648,-118.216750001516
Ararat Charter,N,34.182933821965,-118.424932309753
Camino Nuevo ES 3,W,34.0455576756935,-118.301932203447
Larchmont Chrtr,W,34.0998690115832,-118.333651238048
"North Hollywood HS Zoo, Biology Magnet",N,34.1666615494287,-118.389477607866
Lee Med and Health Sci Mag,E,34.0750559884039,-118.289829857578
Rosewood UP/UD Mag,W,34.0811223077454,-118.374766292661
Fletcher Dr,W,34.1177702312988,-118.240162909873
Glassell Park STEAM Mag,W,34.1048425850301,-118.23576260824
Micheltorena St,W,34.0890972814677,-118.275474092646
Humphreys Ave,E,34.0286821737471,-118.170272432537
Academia Moderna,E,33.9670763857076,-118.229899527786
Alliance College-Ready MS Acad 4,S,33.9476083594738,-118.274046056115
Endeavor College Prep,E,34.0269722907136,-118.219819428786
Equitas Acad Chrtr,W,34.0450329472596,-118.278235054338
PUC Nueva Esperanza Chrtr Acad,N,34.2876338924079,-118.438473437022
Aspire-Tate Acad,S,33.9880341996453,-118.274526630944
Rivera LC Public Service Comm School,S,33.9830506970035,-118.254709569746
Rivera LC Communication and Tech School,S,33.9830506970035,-118.254709569746
Rivera LC Green Design School,S,33.9830506970035,-118.254709569746
Rivera LC Performing Arts Comm School,S,33.9830506970035,-118.254709569746
Rancho Dominguez Prep School,S,33.8329530710932,-118.2151858441
The Science Acad STEM Mag,N,34.1692730311678,-118.371491917031
Garvanza ES T/L Mag,E,34.1177429334452,-118.182942913191
San Pascual Ave STEAM Mag,E,34.1191458187396,-118.17224263246
Meridian EEC,E,34.1210921003527,-118.184645012027
Yorkdale,E,34.1212445126854,-118.194150873299
Queen Anne Pl,W,34.0512679255756,-118.330902093531
Valor Acad Chrtr,N,34.2348054602129,-118.46312612052
Carson-Gore Acad of Env Studies,W,34.0393607922479,-118.319101186673
Estrella,E,33.990254061206,-118.273000538424
Jones,E,34.0138476909202,-118.260346918065
Huerta,E,34.0195554958554,-118.268898497297
Roosevelt Mag High,E,34.0394801489754,-118.20992375163
Secondary CDS,E,34.0339793381961,-118.234328781289
Central High,E,34.0317683457855,-118.253876153421
Stoney Point High,N,34.2520907933875,-118.588320382812
View Park High,S,34.0217596840518,-118.348225125458
Highland Park High,E,34.1172813392135,-118.201119694607
HARTS Acad of LA,S,33.8038215044109,-118.30725895011
Venice High STEMM Mag,W,33.9970588987913,-118.443658819626
Verdugo Hills VAPA,N,34.2616539903068,-118.299325286442
Marvin,W,34.035661685797,-118.364332146444
Cienega,W,34.0314236189948,-118.354192328637
Widney CPTC,S,34.0357840623533,-118.312351556236
24th St,S,34.0357690188936,-118.310477901972
Knox,S,33.9555258060262,-118.274575666599
Wisdom,S,33.9738159251136,-118.255641259993
Baca Arts Acad,S,33.9557580566187,-118.246216696189
Para Los Niños Gratts,E,34.0559491932262,-118.26370611169
Escalante,E,33.9690150768494,-118.18867690985
Aspire Firestone Acad,E,33.9518635018752,-118.190105593486
Rodia High,E,33.9424465513859,-118.223001855492
Einstein High,N,34.2390759606806,-118.479913312431
City of Angels,E,34.0387725670386,-118.186064118239
Grey High,N,34.189956369505,-118.527795068425
Rogers High,N,34.1878510273185,-118.454011883941
Tri-C Comm Day School,E,34.0317683457855,-118.253876153421
Ednovate - South LA College Prep,S,33.9518105411514,-118.287123678008
Historic Central Avenue CoS,E,33.9905978327203,-118.263640414924
Dorris Pl SPS,W,34.0911289912199,-118.238018024524
61st St CSPP,S,33.984392691758,-118.28180964445
153rd St DLC Sp,S,33.8935171184935,-118.305890602634
Los Angeles,W,34.0481899382436,-118.305932954246
Hobart Blvd,W,34.0534965622101,-118.304837812289
Wilton Pl,W,34.0585321455232,-118.315369035643
Cahuenga,W,34.0703635784258,-118.305096218548
Commonwealth Ave,E,34.0699157355555,-118.286260181142
McAlister High,E,34.0660975971764,-118.255895267297
Alta California,N,34.2328259934809,-118.456906541593
Korenstein,N,34.2093911878768,-118.393799657942
Vista del Valle DL Acad,N,34.2955288816645,-118.42168708674
Aspire-Inskeep Acad,S,33.9871590631153,-118.274465259313
Aspire-Slauson Acad,S,33.9871680040849,-118.275016026953
Camino Nuevo Chrtr Acad 4,E,34.0767547410017,-118.265214677609
Acad for Enriched Sci,N,34.1746421294171,-118.515931173091
Animo Legacy Chrtr MS,S,33.9211933766933,-118.306763244926
Chatsworth EEC,N,34.2539758340836,-118.584265806975
Region North Admin Off,N,34.1901590811188,-118.502037455573
Region South Admin Off,S,33.8882859644259,-118.297575931265
Pio Pico Middle,W,34.0456925937256,-118.317105423932
Region West Admin Off,W,34.029196549587,-118.436903906122
Lashon Acad,N,34.2053938807501,-118.459661522672
Lanterman High (Spec),S,34.0315189426899,-118.279104587933
Vermont Ave,S,34.0310605219822,-118.29300530434
Metropolitan High,E,34.0338941561052,-118.234412662648
10th St,E,34.0479425418197,-118.273622870639
Lincoln High,E,34.0747069182745,-118.202308543654
Virgil Middle,E,34.0739086423963,-118.290119223084
Cardenas,N,34.1958878493674,-118.441604722
Mosk,N,34.2039689681594,-118.568499501575
Ambassador School of Global Ed,W,34.0584167136384,-118.2958907297
Torres Renaissance,E,34.0416114399352,-118.175257494282
Torres Eng & Tech,E,34.0416114399352,-118.175257494282
Aggeler CDS,N,34.242237677169,-118.592154058141
Eagle Tree High,S,33.8203954265106,-118.275355734688
Monterey High,E,34.0284522429979,-118.158657033574
Westchester Env Natrl Sci Mag High,W,33.9568386576777,-118.430898766491
Marina Del Rey Middle,W,33.9867042069195,-118.419974590011
Politi,W,34.0515907285693,-118.286478851133
Hooper Ave,E,33.9965425620573,-118.253269235949
Edison Middle,S,33.9804523348745,-118.250926009761
Harrison St,E,34.054250328886,-118.189041164385
White,E,34.0607108852531,-118.279886101666
Rosemont Ave,E,34.0718957098784,-118.270345517884
Alliance Dr. Olga Mohan HS,E,34.0369185317128,-118.272099998829
Alliance Ouchi-O'Donovan Chrtr High,W,33.9937096568577,-118.322664996083
Alliance Stern Math & Sci,E,34.0629575092647,-118.169325290254
Torres Hum/Art/Tech,E,34.0416114399352,-118.175257494282
Torres HS Social & Criminal Justice Mag,E,34.0416114399352,-118.175257494282
Orchard Academies #2B,E,33.9785093392384,-118.200341605135
Orchard Academies #2C,E,33.9785093392384,-118.200341605135
Ambassador School of Global Leadership,W,34.0583690538281,-118.297735289333
Aspire Gateway Acad,E,33.9518635018752,-118.190105593486
Kennedy Community of Schools,W,34.0597333490004,-118.297076365157
Alliance Tajima High,E,34.0635543140734,-118.261444481337
Arts In Action Comm Chrtr,E,34.0322542684828,-118.155076225972
ISANA Cardinal Chrtr,N,34.2039900673868,-118.377754792448
ISANA Palmati Chrtr,N,34.1886620230617,-118.396732127373
Extera Public School,E,34.0421062426836,-118.212820050322
Cochran Middle,W,34.0419387261182,-118.327167667972
Norwood St,S,34.0353047726493,-118.278187769641
Sheridan St,E,34.0494979603927,-118.207961973817
Lashon Acad,N,34.2063978737917,-118.457647491514
Jefferson/South Central West CoS,E,33.9905978327203,-118.263640414924
KIPP Ignite Acad,S,33.9636780879892,-118.256170441963
PUC Excel Academy,E,34.0667063883159,-118.220161616107
California Creative Lrng Acad,W,34.1106913106814,-118.245367839181
New Heights,S,34.0105278811178,-118.31767106896
Magnolia Science Acad Bell,E,33.978955077376,-118.199605424628
San Fernando Institute of Applied Media,N,34.282599709849,-118.43658128761
Sci Tech Eng Med at Bernstein High,W,34.0958976916695,-118.31467838372
LA Leadership Pri Acad,E,34.0784102959138,-118.211699612181
Valley Chrtr Middle,N,34.1971268112208,-118.448477880546
ISANA Nascent Chrtr,S,34.0063390655752,-118.32159743152
Vista MEGA Mag,N,34.2200608252712,-118.460625838339
Bassett St Media Arts/Tech Mag,N,34.1954036606047,-118.477536605638
Beethoven St,W,34.0022277579813,-118.443764558854
Canoga Park MS Media Arts/Comm Mag,N,34.2116069717164,-118.612046025358
Venice High,W,33.9970588987913,-118.443658819626
New Village Girls Acad,E,34.071449805806,-118.279443193359
Walgrove Ave,W,34.0064337046597,-118.450993431234
Stoner Ave,W,33.995590307005,-118.413474083048
2nd St,E,34.0448840624096,-118.217485281107
Breed St,E,34.0420691445161,-118.213288980164
Roosevelt High,E,34.0381366243278,-118.210319759781
Soto St,E,34.0314918285274,-118.216300642576
Sunrise,E,34.0298098967939,-118.209882430052
Euclid Ave,E,34.0310700086891,-118.206195448144
