fid,OBJECTID,OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,FullAddress,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,lon,lat
13516,53857,,,,12754.0,,,West,,,Mulholland,Drive,,,,,,,,,,,,,90210.0,,Los Angeles,Beverly Hills,,,,,LA City,{D64B2845-E764-43DA-AD82-6B497DD18396},0,,D64B2845-E764-43DA-AD82-6B497DD18396,Unknown,,W,,,Dr,W Mulholland Dr,2023/09/12 23:03:18+00,12754 W Mulholland Dr Beverly Hills 90210,D64B2845-E764-43DA-AD82-6B497DD18396_12754_W_Mulholland_Dr_Beverly_Hills_90210,Mulholland,12754 W Mulholland Drive Dr Los Angeles 90210,,,,
13521,53862,,,,12850.0,,,West,,,Mulholland,Drive,,,,,,,,,,,,,90210.0,,Los Angeles,Beverly Hills,,,,,LA City,{FA738DD1-C772-48EB-A51F-3E72BEF631CD},0,,FA738DD1-C772-48EB-A51F-3E72BEF631CD,Unknown,,W,,,Dr,W Mulholland Dr,2023/09/12 23:03:18+00,12850 W Mulholland Dr Beverly Hills 90210,FA738DD1-C772-48EB-A51F-3E72BEF631CD_12850_W_Mulholland_Dr_Beverly_Hills_90210,Mulholland,12850 W Mulholland Drive Dr Los Angeles 90210,,,,
21864,161634,,,,406.0,,,North,,,Oakhurst,Drive,,,,,,,,,,,Unit,204,90210.0,,Los Angeles,Beverly Hills,,,,,Beverly Hills GIS,{2A0D039C-2BF9-4904-A0EC-24FEA37A74C7},0,,2A0D039C-2BF9-4904-A0EC-24FEA37A74C7,Unknown,,N,,,Dr,N Oakhurst Dr,2024/05/12 21:05:27+00,406 N Oakhurst Dr Unit 204 Beverly Hills 90210,2A0D039C-2BF9-4904-A0EC-24FEA37A74C7_406_N_Oakhurst_Dr_Unit_204_Beverly_Hills_90210,Oakhurst,406 N Oakhurst Drive Dr Unit 204 Los Angeles 90210,,,,
21866,161654,,,,340.0,,,North,,,Oakhurst,Drive,,,,,,,,,,,Unit,206,90210.0,,Los Angeles,Beverly Hills,,,,,Beverly Hills GIS,{ED4272D6-E609-4FE4-B7A1-335EEC38788E},0,,ED4272D6-E609-4FE4-B7A1-335EEC38788E,Unknown,,N,,,Dr,N Oakhurst Dr,2024/05/12 21:05:27+00,340 N Oakhurst Dr Unit 206 Beverly Hills 90210,ED4272D6-E609-4FE4-B7A1-335EEC38788E_340_N_Oakhurst_Dr_Unit_206_Beverly_Hills_90210,Oakhurst,340 N Oakhurst Drive Dr Unit 206 Los Angeles 90210,,,,
21922,162159,,,,340.0,,,North,,,Oakhurst,Drive,,,,,,,,,,,Unit,103,90210.0,,Los Angeles,Beverly Hills,,,,,Beverly Hills GIS,{79C9D84C-5E37-4709-9E14-980DC4716642},0,,79C9D84C-5E37-4709-9E14-980DC4716642,Unknown,,N,,,Dr,N Oakhurst Dr,2024/05/12 21:05:27+00,340 N Oakhurst Dr Unit 103 Beverly Hills 90210,79C9D84C-5E37-4709-9E14-980DC4716642_340_N_Oakhurst_Dr_Unit_103_Beverly_Hills_90210,Oakhurst,340 N Oakhurst Drive Dr Unit 103 Los Angeles 90210,,,,
21928,162304,,,,406.0,,,North,,,Oakhurst,Drive,,,,,,,,,,,Unit,203,90210.0,,Los Angeles,Beverly Hills,,,,,Beverly Hills GIS,{0346A796-9252-417B-BEAB-5C3A0C7D8198},0,,0346A796-9252-417B-BEAB-5C3A0C7D8198,Unknown,,N,,,Dr,N Oakhurst Dr,2024/05/12 21:05:27+00,406 N Oakhurst Dr Unit 203 Beverly Hills 90210,0346A796-9252-417B-BEAB-5C3A0C7D8198_406_N_Oakhurst_Dr_Unit_203_Beverly_Hills_90210,Oakhurst,406 N Oakhurst Drive Dr Unit 203 Los Angeles 90210,,,,
21929,162307,,,,340.0,,,North,,,Oakhurst,Drive,,,,,,,,,,,Unit,104,90210.0,,Los Angeles,Beverly Hills,,,,,Beverly Hills GIS,{DB078104-D333-43E2-8B11-4882602722BC},0,,DB078104-D333-43E2-8B11-4882602722BC,Unknown,,N,,,Dr,N Oakhurst Dr,2024/05/12 21:05:27+00,340 N Oakhurst Dr Unit 104 Beverly Hills 90210,DB078104-D333-43E2-8B11-4882602722BC_340_N_Oakhurst_Dr_Unit_104_Beverly_Hills_90210,Oakhurst,340 N Oakhurst Drive Dr Unit 104 Los Angeles 90210,,,,
21930,162316,,,,406.0,,,North,,,Oakhurst,Drive,,,,,,,,,,,Unit,304,90210.0,,Los Angeles,Beverly Hills,,,,,Beverly Hills GIS,{9C69933F-061C-4E03-AED9-F0D5360BC65D},0,,9C69933F-061C-4E03-AED9-F0D5360BC65D,Unknown,,N,,,Dr,N Oakhurst Dr,2024/05/12 21:05:27+00,406 N Oakhurst Dr Unit 304 Beverly Hills 90210,9C69933F-061C-4E03-AED9-F0D5360BC65D_406_N_Oakhurst_Dr_Unit_304_Beverly_Hills_90210,Oakhurst,406 N Oakhurst Drive Dr Unit 304 Los Angeles 90210,,,,
21944,162755,,,,406.0,,,North,,,Oakhurst,Drive,,,,,,,,,,,Unit,301,90210.0,,Los Angeles,Beverly Hills,,,,,Beverly Hills GIS,{E076CAA5-4C06-4899-8482-5BD539AD421E},0,,E076CAA5-4C06-4899-8482-5BD539AD421E,Unknown,,N,,,Dr,N Oakhurst Dr,2024/05/12 21:05:27+00,406 N Oakhurst Dr Unit 301 Beverly Hills 90210,E076CAA5-4C06-4899-8482-5BD539AD421E_406_N_Oakhurst_Dr_Unit_301_Beverly_Hills_90210,Oakhurst,406 N Oakhurst Drive Dr Unit 301 Los Angeles 90210,,,,
21947,162773,,,,340.0,,,North,,,Oakhurst,Drive,,,,,,,,,,,Unit,106,90210.0,,Los Angeles,Beverly Hills,,,,,Beverly Hills GIS,{413ACB03-1A85-4D1D-95A9-50CF9A7CBBCA},0,,413ACB03-1A85-4D1D-95A9-50CF9A7CBBCA,Unknown,,N,,,Dr,N Oakhurst Dr,2024/05/12 21:05:27+00,340 N Oakhurst Dr Unit 106 Beverly Hills 90210,413ACB03-1A85-4D1D-95A9-50CF9A7CBBCA_340_N_Oakhurst_Dr_Unit_106_Beverly_Hills_90210,Oakhurst,340 N Oakhurst Drive Dr Unit 106 Los Angeles 90210,,,,
