fid,OBJECTID,OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,FullAddress,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,lon,lat
34,55,,,,3306.0,U,,,,,Folsom,Street,,,,,,,,,,,,,90063.0,,Unincorporated,Los Angeles,,,,,Office of Assessor,{F785384D-449A-4A71-80F7-8CA1D22FE63D},0,,F785384D-449A-4A71-80F7-8CA1D22FE63D,Utility,,,,,St,Folsom St,2024/07/17 18:16:05+00,3306 U Folsom St Los Angeles 90063,F785384D-449A-4A71-80F7-8CA1D22FE63D_3306_U_Folsom_St_Los_Angeles_90063,Folsom,3306 U Folsom Street St Los Angeles 90063,,,,
706,1127,,,,4310.0,U,,,,,Hauck,Street,,,,,,,,,,,,,90063.0,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{78FFE7EF-12DC-4D77-9F02-3395CB968395},0,,78FFE7EF-12DC-4D77-9F02-3395CB968395,Utility,,,,,St,Hauck St,2024/07/17 18:16:05+00,4310 U Hauck St Los Angeles 90063,78FFE7EF-12DC-4D77-9F02-3395CB968395_4310_U_Hauck_St_Los_Angeles_90063,Hauck,4310 U Hauck Street St Los Angeles 90063,,,,
1299,2108,,,,314.0,,,North,,,Sunol,Drive,,,,,,,,,,,,,90063.0,,Unincorporated,Los Angeles,,,,,LACO DPW House Numbering Map,{37E56D6B-D414-4C1C-BB73-FB3C7F1B2D2F},0,,37E56D6B-D414-4C1C-BB73-FB3C7F1B2D2F,Unknown,,N,,,Dr,N Sunol Dr,2018/03/06 08:07:09+00,314 N Sunol Dr Los Angeles 90063,37E56D6B-D414-4C1C-BB73-FB3C7F1B2D2F_314_N_Sunol_Dr_Los_Angeles_90063,Sunol,314 N Sunol Drive Dr Los Angeles 90063,,,,
1692,2754,,,,1220.0,U,,North,,,Eastern,Avenue,,,,,,,,,,,,,90063.0,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{E485BE13-38FC-41D2-8305-DCBF36249E65},0,,E485BE13-38FC-41D2-8305-DCBF36249E65,Utility,,N,,,Ave,N Eastern Ave,2024/07/17 18:16:05+00,1220 U N Eastern Ave Los Angeles 90063,E485BE13-38FC-41D2-8305-DCBF36249E65_1220_U_N_Eastern_Ave_Los_Angeles_90063,Eastern,1220 U N Eastern Avenue Ave Los Angeles 90063,,,,
1965,3224,,,,134.0,,,North,,,Bonnie Beach,Place,,,,,,,,,,,,,90063.0,,Unincorporated,Los Angeles,,,,,LACO DPW House Numbering Map,{3EC97376-9610-4324-A8F2-6FDB6D924A9D},0,,3EC97376-9610-4324-A8F2-6FDB6D924A9D,Unknown,,N,,,Pl,N Bonnie Beach Pl,2015/05/04 18:07:50+00,134 N Bonnie Beach Pl Los Angeles 90063,3EC97376-9610-4324-A8F2-6FDB6D924A9D_134_N_Bonnie_Beach_Pl_Los_Angeles_90063,Bonnie Beach,134 N Bonnie Beach Place Pl Los Angeles 90063,,,,
3132,5174,,,,4067.0,,,East,,,Michigan,Avenue,,,,,,,,,,,,,90063.0,,Unincorporated,Los Angeles,,,,,LACO DPW House Numbering Map,{FD98C309-28EF-4D28-9CE1-669FC88E51D4},0,,FD98C309-28EF-4D28-9CE1-669FC88E51D4,Unknown,,E,,,Ave,E Michigan Ave,2018/03/06 08:07:09+00,4067 E Michigan Ave Los Angeles 90063,FD98C309-28EF-4D28-9CE1-669FC88E51D4_4067_E_Michigan_Ave_Los_Angeles_90063,Michigan,4067 E Michigan Avenue Ave Los Angeles 90063,,,,
3308,5437,,,,4065.0,,,East,,,Michigan,Avenue,,,,,,,,,,,,,90063.0,,Unincorporated,Los Angeles,,,,,LACO DPW House Numbering Map,{219D3AEB-5E39-4FF4-9CA8-197CBEB80739},0,,219D3AEB-5E39-4FF4-9CA8-197CBEB80739,Unknown,,E,,,Ave,E Michigan Ave,2018/03/06 08:07:09+00,4065 E Michigan Ave Los Angeles 90063,219D3AEB-5E39-4FF4-9CA8-197CBEB80739_4065_E_Michigan_Ave_Los_Angeles_90063,Michigan,4065 E Michigan Avenue Ave Los Angeles 90063,,,,
4545,7472,,,,3622.0,U,,East,,,5th,Street,,,,,,,,,,,,,90063.0,,Unincorporated,Los Angeles,,,,,CAMS,{1ADDA08A-66F6-40B8-9B8A-347745EA7501},0,,1ADDA08A-66F6-40B8-9B8A-347745EA7501,Utility,,E,,,St,E 5th St,2024/07/17 18:16:05+00,3622 U E 5th St Los Angeles 90063,1ADDA08A-66F6-40B8-9B8A-347745EA7501_3622_U_E_5th_St_Los_Angeles_90063,5th,3622 U E 5th Street St Los Angeles 90063,,,,
4672,7678,,,,4171.0,U,,East,,,City Terrace,Drive,,,,,,,,,,,,,90063.0,,Unincorporated,Los Angeles,,,,,CAMS,{C4D81766-D1CF-4FF4-9121-AB51884B5FB9},0,,C4D81766-D1CF-4FF4-9121-AB51884B5FB9,Utility,,E,,,Dr,E City Terrace Dr,2024/07/17 18:16:05+00,4171 U E City Terrace Dr Los Angeles 90063,C4D81766-D1CF-4FF4-9121-AB51884B5FB9_4171_U_E_City_Terrace_Dr_Los_Angeles_90063,City Terrace,4171 U E City Terrace Drive Dr Los Angeles 90063,,,,
4712,7740,,,,411.0,,,North,,,Brannick,Avenue,,,,,,,,,,,Number,D,90063.0,,Unincorporated,Los Angeles,,,,,LACO DPW House Numbering Map,{8F1B4DD1-57DF-4D36-89DC-34988F393A68},0,,8F1B4DD1-57DF-4D36-89DC-34988F393A68,Unknown,,N,,,Ave,N Brannick Ave,2018/05/15 20:41:59+00,411 N Brannick Ave Number D Los Angeles 90063,8F1B4DD1-57DF-4D36-89DC-34988F393A68_411_N_Brannick_Ave_Number_D_Los_Angeles_90063,Brannick,411 N Brannick Avenue Ave Number D Los Angeles 90063,,,,
6022,9859,,,,3957.0,U,,,,,Hammel,Street,,,,,,,,,,,,,90063.0,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{98A3DF23-15E0-4F04-921C-201E3852DC3B},0,,98A3DF23-15E0-4F04-921C-201E3852DC3B,Utility,,,,,St,Hammel St,2024/07/17 18:16:05+00,3957 U Hammel St Los Angeles 90063,98A3DF23-15E0-4F04-921C-201E3852DC3B_3957_U_Hammel_St_Los_Angeles_90063,Hammel,3957 U Hammel Street St Los Angeles 90063,,,,
6380,10457,,,,170.0,U,,North,,,Herbert,Avenue,,,,,,,,,,,,,90063.0,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{A64E633F-1EDB-4BFD-B6B2-FA2373B7EDDB},0,,A64E633F-1EDB-4BFD-B6B2-FA2373B7EDDB,Utility,,N,,,Ave,N Herbert Ave,2024/07/17 18:16:05+00,170 U N Herbert Ave Los Angeles 90063,A64E633F-1EDB-4BFD-B6B2-FA2373B7EDDB_170_U_N_Herbert_Ave_Los_Angeles_90063,Herbert,170 U N Herbert Avenue Ave Los Angeles 90063,,,,
