fid,OBJECTID,OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,FullAddress,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,lon,lat
13594,53945,,,,4703.0,,,North,,,Hazeltine,Avenue,,,,,,,,,,,,,91423.0,,Los Angeles,Sherman Oaks,Van Nuys,,,,LA City,{2FD50F36-B610-48F2-9977-F0EAA1717841},0,,2FD50F36-B610-48F2-9977-F0EAA1717841,Unknown,,N,,,Ave,N Hazeltine Ave,2023/09/12 23:03:18+00,4703 N Hazeltine Ave Sherman Oaks 91423,2FD50F36-B610-48F2-9977-F0EAA1717841_4703_N_Hazeltine_Ave_Sherman_Oaks_91423,Hazeltine,4703 N Hazeltine Avenue Ave Los Angeles 91423,,,,
133030,308373,,2247015001.0,,5205.0,,,North,,,Woodman,Avenue,,,,,,,,,,,,,91423.0,,Los Angeles,Sherman Oaks,Van Nuys,,,,LA City,{FD7869FF-F102-45CC-A094-31BB46839F66},0,,FD7869FF-F102-45CC-A094-31BB46839F66,Unknown,,N,,,Ave,N Woodman Ave,2023/09/12 23:03:18+00,5205 N Woodman Ave Sherman Oaks 91423,FD7869FF-F102-45CC-A094-31BB46839F66_5205_N_Woodman_Ave_Sherman_Oaks_91423,Woodman,5205 N Woodman Avenue Ave Los Angeles 91423,,,,
133031,308374,,2247015001.0,,13703.0,,,West,,,Magnolia,Boulevard,,,,,,,,,,,,,91423.0,,Los Angeles,Sherman Oaks,Van Nuys,,,,LA City,{2C6EC4F4-6255-4601-B51F-4D3BA70EA27A},0,,2C6EC4F4-6255-4601-B51F-4D3BA70EA27A,Unknown,,W,,,Blvd,W Magnolia Blvd,2023/09/12 23:03:18+00,13703 W Magnolia Blvd Sherman Oaks 91423,2C6EC4F4-6255-4601-B51F-4D3BA70EA27A_13703_W_Magnolia_Blvd_Sherman_Oaks_91423,Magnolia,13703 W Magnolia Boulevard Blvd Los Angeles 91423,,,,
133032,308375,,2247015001.0,,13707.0,,,West,,,Magnolia,Boulevard,,,,,,,,,,,,,91423.0,,Los Angeles,Sherman Oaks,Van Nuys,,,,LA City,{83AE3319-1A34-4ECA-BE02-5411413CB1DA},0,,83AE3319-1A34-4ECA-BE02-5411413CB1DA,Unknown,,W,,,Blvd,W Magnolia Blvd,2023/09/12 23:03:18+00,13707 W Magnolia Blvd Sherman Oaks 91423,83AE3319-1A34-4ECA-BE02-5411413CB1DA_13707_W_Magnolia_Blvd_Sherman_Oaks_91423,Magnolia,13707 W Magnolia Boulevard Blvd Los Angeles 91423,,,,
133033,308376,,2247015002.0,,13715.0,,,West,,,Magnolia,Boulevard,,,,,,,,,,,,,91423.0,,Los Angeles,Sherman Oaks,Van Nuys,,,,LA City,{046752F5-50BC-40BB-B1B3-4F3588C4127C},0,,046752F5-50BC-40BB-B1B3-4F3588C4127C,Unknown,,W,,,Blvd,W Magnolia Blvd,2023/09/12 23:03:18+00,13715 W Magnolia Blvd Sherman Oaks 91423,046752F5-50BC-40BB-B1B3-4F3588C4127C_13715_W_Magnolia_Blvd_Sherman_Oaks_91423,Magnolia,13715 W Magnolia Boulevard Blvd Los Angeles 91423,,,,
133034,308377,,2247015002.0,,13713.0,,,West,,,Magnolia,Boulevard,,,,,,,,,,,,,91423.0,,Los Angeles,Sherman Oaks,Van Nuys,,,,LA City,{D8EF8F6F-5AFC-488F-9BCE-0787FA1DDDA1},0,,D8EF8F6F-5AFC-488F-9BCE-0787FA1DDDA1,Unknown,,W,,,Blvd,W Magnolia Blvd,2023/09/12 23:03:18+00,13713 W Magnolia Blvd Sherman Oaks 91423,D8EF8F6F-5AFC-488F-9BCE-0787FA1DDDA1_13713_W_Magnolia_Blvd_Sherman_Oaks_91423,Magnolia,13713 W Magnolia Boulevard Blvd Los Angeles 91423,,,,
133035,308378,,2247015003.0,,13723.0,,,West,,,Magnolia,Boulevard,,,,,,,,,,,,,91423.0,,Los Angeles,Sherman Oaks,Van Nuys,,,,LA City,{CC83CC65-58BD-4A59-9505-1D6DA7D92812},0,,CC83CC65-58BD-4A59-9505-1D6DA7D92812,Unknown,,W,,,Blvd,W Magnolia Blvd,2023/09/12 23:03:18+00,13723 W Magnolia Blvd Sherman Oaks 91423,CC83CC65-58BD-4A59-9505-1D6DA7D92812_13723_W_Magnolia_Blvd_Sherman_Oaks_91423,Magnolia,13723 W Magnolia Boulevard Blvd Los Angeles 91423,,,,
133036,308379,,2247015004.0,,13739.0,,,West,,,Magnolia,Boulevard,,,,,,,,,,,,,91423.0,,Los Angeles,Sherman Oaks,Van Nuys,,,,LA City,{029B410F-5B56-4E61-B9F7-A3AEAA1028E2},0,,029B410F-5B56-4E61-B9F7-A3AEAA1028E2,Unknown,,W,,,Blvd,W Magnolia Blvd,2023/09/12 23:03:18+00,13739 W Magnolia Blvd Sherman Oaks 91423,029B410F-5B56-4E61-B9F7-A3AEAA1028E2_13739_W_Magnolia_Blvd_Sherman_Oaks_91423,Magnolia,13739 W Magnolia Boulevard Blvd Los Angeles 91423,,,,
133037,308380,,2247015004.0,,13737.0,,,West,,,Magnolia,Boulevard,,,,,,,,,,,,,91423.0,,Los Angeles,Sherman Oaks,Van Nuys,,,,LA City,{A86A15F9-582A-4A5C-A4B8-AD419A99754E},0,,A86A15F9-582A-4A5C-A4B8-AD419A99754E,Unknown,,W,,,Blvd,W Magnolia Blvd,2023/09/12 23:03:18+00,13737 W Magnolia Blvd Sherman Oaks 91423,A86A15F9-582A-4A5C-A4B8-AD419A99754E_13737_W_Magnolia_Blvd_Sherman_Oaks_91423,Magnolia,13737 W Magnolia Boulevard Blvd Los Angeles 91423,,,,
133038,308381,,2247015004.0,,13733.0,,,,,,Shoup,Avenue,,,,,,,,,,,,,91423.0,,Los Angeles,Sherman Oaks,Van Nuys,,,,Assessor,{213591AE-D86E-480A-80BC-43640AC02F10},0,,213591AE-D86E-480A-80BC-43640AC02F10,Unknown,,,,,Ave,Shoup Ave,2024/04/27 17:13:09+00,13733 Shoup Ave Sherman Oaks 91423,213591AE-D86E-480A-80BC-43640AC02F10_13733_Shoup_Ave_Sherman_Oaks_91423,Shoup,13733 Shoup Avenue Ave Los Angeles 91423,,,,
