fid,OBJECTID,OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,FullAddress,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,lon,lat
13527,53868,,,,540.0,,,South,,,Commonwealth,Avenue,,,,,,,,,,,,,90020.0,,Los Angeles,Los Angeles,,,,,LA City,{62F2CEA0-76ED-4D86-AF9F-94005BBD7C6F},0,,62F2CEA0-76ED-4D86-AF9F-94005BBD7C6F,Unknown,,S,,,Ave,S Commonwealth Ave,2023/09/12 23:03:18+00,540 S Commonwealth Ave Los Angeles 90020,62F2CEA0-76ED-4D86-AF9F-94005BBD7C6F_540_S_Commonwealth_Ave_Los_Angeles_90020,Commonwealth,540 S Commonwealth Avenue Ave Los Angeles 90020,,,,
598272,1175014,,5077001001.0,,445.0,,,South,,,Hoover,Street,,,,,,,,,,,,1-33,90020.0,,Los Angeles,Los Angeles,,,,,LA City,{51100BFF-783E-4D18-9AAE-74B72ABC9B3A},0,,51100BFF-783E-4D18-9AAE-74B72ABC9B3A,Unknown,,S,,,St,S Hoover St,2023/09/12 23:03:18+00,445 S Hoover St 1-33 Los Angeles 90020,51100BFF-783E-4D18-9AAE-74B72ABC9B3A_445_S_Hoover_St_1-33_Los_Angeles_90020,Hoover,445 S Hoover Street St 1-33 Los Angeles 90020,,,,
598273,1175015,,5077001001.0,,3007.0,,,West,,,5th,Street,,,,,,,,,,,,,90020.0,,Los Angeles,Los Angeles,,,,,Assessor,{6FDE68A5-3F82-44A6-B9B2-34BD5E28AE04},0,,6FDE68A5-3F82-44A6-B9B2-34BD5E28AE04,Unknown,,W,,,St,W 5th St,2024/04/27 17:13:09+00,3007 W 5th St Los Angeles 90020,6FDE68A5-3F82-44A6-B9B2-34BD5E28AE04_3007_W_5th_St_Los_Angeles_90020,5th,3007 W 5th Street St Los Angeles 90020,,,,
598274,1175016,,5077001002.0,,435.0,,,South,,,Hoover,Street,,,,,,,,,,,,,90020.0,,Los Angeles,Los Angeles,,,,,LA City,{C2C24D33-FCC0-4382-A89B-B0CFD5D61CBC},0,,C2C24D33-FCC0-4382-A89B-B0CFD5D61CBC,Unknown,,S,,,St,S Hoover St,2023/09/12 23:03:18+00,435 S Hoover St Los Angeles 90020,C2C24D33-FCC0-4382-A89B-B0CFD5D61CBC_435_S_Hoover_St_Los_Angeles_90020,Hoover,435 S Hoover Street St Los Angeles 90020,,,,
598275,1175017,,5077001003.0,,431.0,,,South,,,Hoover,Street,,,,,,,,,,,,,90020.0,,Los Angeles,Los Angeles,,,,,LA City,{49923BD6-55BB-4356-8ABC-CCAFB18CBFF3},0,,49923BD6-55BB-4356-8ABC-CCAFB18CBFF3,Unknown,,S,,,St,S Hoover St,2023/09/12 23:03:18+00,431 S Hoover St Los Angeles 90020,49923BD6-55BB-4356-8ABC-CCAFB18CBFF3_431_S_Hoover_St_Los_Angeles_90020,Hoover,431 S Hoover Street St Los Angeles 90020,,,,
598276,1175018,,5077001003.0,,429.0,,,South,,,Hoover,Street,,,,,,,,,,,,,90020.0,,Los Angeles,Los Angeles,,,,,LA City,{0776B096-1A3E-481D-8280-0533D5017659},0,,0776B096-1A3E-481D-8280-0533D5017659,Unknown,,S,,,St,S Hoover St,2023/09/12 23:03:18+00,429 S Hoover St Los Angeles 90020,0776B096-1A3E-481D-8280-0533D5017659_429_S_Hoover_St_Los_Angeles_90020,Hoover,429 S Hoover Street St Los Angeles 90020,,,,
598277,1175019,,5077001004.0,,423.0,,,South,,,Hoover,Street,,,,,,,,,,,,1-24,90020.0,,Los Angeles,Los Angeles,,,,,LA City,{6724345D-A21C-47A0-83AB-9632BECFAAC4},0,,6724345D-A21C-47A0-83AB-9632BECFAAC4,Unknown,,S,,,St,S Hoover St,2023/09/12 23:03:18+00,423 S Hoover St 1-24 Los Angeles 90020,6724345D-A21C-47A0-83AB-9632BECFAAC4_423_S_Hoover_St_1-24_Los_Angeles_90020,Hoover,423 S Hoover Street St 1-24 Los Angeles 90020,,,,
598278,1175020,,5077001008.0,,3010.0,,,West,,,4Th,Street,,,,,,,,,,,,,90020.0,,Los Angeles,Los Angeles,,,,,LA City,{779F3D4E-FFC8-498D-9752-84E32B45C087},0,,779F3D4E-FFC8-498D-9752-84E32B45C087,Unknown,,W,,,St,W 4Th St,2023/09/12 23:03:18+00,3010 W 4Th St Los Angeles 90020,779F3D4E-FFC8-498D-9752-84E32B45C087_3010_W_4Th_St_Los_Angeles_90020,4Th,3010 W 4Th Street St Los Angeles 90020,,,,
598279,1175021,,5077001009.0,,3028.0,,,West,,,4Th,Street,,,,,,,,,,,,1-16,90020.0,,Los Angeles,Los Angeles,,,,,LA City,{18D9D650-CF0D-49A8-BD00-B7A8A471C55F},0,,18D9D650-CF0D-49A8-BD00-B7A8A471C55F,Unknown,,W,,,St,W 4Th St,2024/05/12 21:05:27+00,3028 W 4Th St 1-16 Los Angeles 90020,18D9D650-CF0D-49A8-BD00-B7A8A471C55F_3028_W_4Th_St_1-16_Los_Angeles_90020,4Th,3028 W 4Th Street St 1-16 Los Angeles 90020,,,,
598281,1175023,,5077001010.0,,410.0,,,South,,,Commonwealth,Avenue,,,,,,,,,,,,,90020.0,,Los Angeles,Los Angeles,,,,,LA City,{8312F9C8-80BE-4D31-9F94-10ABE909ED17},0,,8312F9C8-80BE-4D31-9F94-10ABE909ED17,Unknown,,S,,,Ave,S Commonwealth Ave,2023/09/12 23:03:18+00,410 S Commonwealth Ave Los Angeles 90020,8312F9C8-80BE-4D31-9F94-10ABE909ED17_410_S_Commonwealth_Ave_Los_Angeles_90020,Commonwealth,410 S Commonwealth Avenue Ave Los Angeles 90020,,,,
