fid,OBJECTID,OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,FullAddress,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,lon,lat
12615,29668,,,,825.0,,,North,,,Kings,Road,,,,,,,,,,,,,90069.0,,West Hollywood,West Hollywood,Los Angeles,,,,Office of Assessor,{0212D459-6C56-43D4-BEB0-ECB7F66120E7},0,,0212D459-6C56-43D4-BEB0-ECB7F66120E7,Unknown,,N,,,Rd,N Kings Rd,2015/04/04 16:07:00+00,825 N Kings Rd West Hollywood 90069,0212D459-6C56-43D4-BEB0-ECB7F66120E7_825_N_Kings_Rd_West_Hollywood_90069,Kings,825 N Kings Road Rd West Hollywood 90069,,,,
12644,30205,,,,1228.0,,,North,,,Flores,Street,,,,,,,,,,,,,90069.0,,West Hollywood,West Hollywood,Los Angeles,,,,Office of Assessor,{DD43B588-89F8-4E84-B999-A3A2051F5D8C},0,,DD43B588-89F8-4E84-B999-A3A2051F5D8C,Unknown,,N,,,St,N Flores St,2018/10/26 21:27:49+00,1228 N Flores St West Hollywood 90069,DD43B588-89F8-4E84-B999-A3A2051F5D8C_1228_N_Flores_St_West_Hollywood_90069,Flores,1228 N Flores Street St West Hollywood 90069,,,,
12799,33681,,,,807.0,,,,,,Huntley,Drive,,,,,,,,,,,,,90069.0,,West Hollywood,West Hollywood,Los Angeles,,,,Office of Assessor,{6AA47604-EFF9-4714-AD05-C97A59EA4E5A},0,,6AA47604-EFF9-4714-AD05-C97A59EA4E5A,Unknown,,,,,Dr,Huntley Dr,2018/11/06 03:31:05+00,807 Huntley Dr West Hollywood 90069,6AA47604-EFF9-4714-AD05-C97A59EA4E5A_807_Huntley_Dr_West_Hollywood_90069,Huntley,807 Huntley Drive Dr West Hollywood 90069,,,,
12805,33881,,,,8500.0,,,West,,,Sunset,Boulevard,,,,,,,,,,,,,90069.0,,West Hollywood,West Hollywood,Los Angeles,,,,Office of Assessor,{51C67F78-F790-4C4F-832E-FF303023D107},0,,51C67F78-F790-4C4F-832E-FF303023D107,Unknown,,W,,,Blvd,W Sunset Blvd,2018/11/16 05:32:44+00,8500 W Sunset Blvd West Hollywood 90069,51C67F78-F790-4C4F-832E-FF303023D107_8500_W_Sunset_Blvd_West_Hollywood_90069,Sunset,8500 W Sunset Boulevard Blvd West Hollywood 90069,,,,
12809,34088,,,,9008.0,,,West,,,Keith,Avenue,,,,,,,,,,,,,90069.0,,West Hollywood,West Hollywood,Los Angeles,,,,Office of Assessor,{231B83EB-58BF-42BB-84B1-2F64E2AD5A59},0,,231B83EB-58BF-42BB-84B1-2F64E2AD5A59,Unknown,,W,,,Ave,W Keith Ave,2018/12/06 10:12:19+00,9008 W Keith Ave West Hollywood 90069,231B83EB-58BF-42BB-84B1-2F64E2AD5A59_9008_W_Keith_Ave_West_Hollywood_90069,Keith,9008 W Keith Avenue Ave West Hollywood 90069,,,,
12832,34557,,,,1200.0,,,North,,,Sweetzer,Avenue,,,,,,,,,,,,,90069.0,,West Hollywood,West Hollywood,Los Angeles,,,,Office of Assessor,{D53A85D0-1275-4785-9F71-EF79FF9FB6DE},0,,D53A85D0-1275-4785-9F71-EF79FF9FB6DE,Unknown,,N,,,Ave,N Sweetzer Ave,2015/04/04 16:10:18+00,1200 N Sweetzer Ave West Hollywood 90069,D53A85D0-1275-4785-9F71-EF79FF9FB6DE_1200_N_Sweetzer_Ave_West_Hollywood_90069,Sweetzer,1200 N Sweetzer Avenue Ave West Hollywood 90069,,,,
12846,35071,,,,8516.0,,,West,,,Sunset,Boulevard,,,,,,,,,,,,,90069.0,,West Hollywood,West Hollywood,Los Angeles,,,,Office of Assessor,{709059A2-DC72-4EAC-9181-9D607166C5B4},0,,709059A2-DC72-4EAC-9181-9D607166C5B4,Unknown,,W,,,Blvd,W Sunset Blvd,2018/11/16 05:32:44+00,8516 W Sunset Blvd West Hollywood 90069,709059A2-DC72-4EAC-9181-9D607166C5B4_8516_W_Sunset_Blvd_West_Hollywood_90069,Sunset,8516 W Sunset Boulevard Blvd West Hollywood 90069,,,,
12848,35141,,,,9040.0,,,West,,,Sunset,Boulevard,,,,,,,,,,,,,90069.0,,West Hollywood,West Hollywood,Los Angeles,,,,Office of Assessor,{6BD7747C-D871-4A20-ABA4-2A09BAC3BF6E},0,,6BD7747C-D871-4A20-ABA4-2A09BAC3BF6E,Unknown,,W,,,Blvd,W Sunset Blvd,2018/11/16 08:24:30+00,9040 W Sunset Blvd West Hollywood 90069,6BD7747C-D871-4A20-ABA4-2A09BAC3BF6E_9040_W_Sunset_Blvd_West_Hollywood_90069,Sunset,9040 W Sunset Boulevard Blvd West Hollywood 90069,,,,
12880,36014,,,,8875.0,,,,,,Cynthia,Street,,,,,,,,,,,,,90069.0,,West Hollywood,West Hollywood,Los Angeles,,,,Office of Assessor,{118D113A-D46F-4CC8-89C7-F7303E6B114D},0,,118D113A-D46F-4CC8-89C7-F7303E6B114D,Unknown,,,,,St,Cynthia St,2018/12/08 14:33:45+00,8875 Cynthia St West Hollywood 90069,118D113A-D46F-4CC8-89C7-F7303E6B114D_8875_Cynthia_St_West_Hollywood_90069,Cynthia,8875 Cynthia Street St West Hollywood 90069,,,,
12893,36381,,,,9056.0,,,West,,,Sunset,Boulevard,,,,,,,,,,,,,90069.0,,West Hollywood,West Hollywood,Los Angeles,,,,Office of Assessor,{177B2580-554C-4685-AF0D-5366533C4D34},0,,177B2580-554C-4685-AF0D-5366533C4D34,Unknown,,W,,,Blvd,W Sunset Blvd,2018/11/16 08:24:30+00,9056 W Sunset Blvd West Hollywood 90069,177B2580-554C-4685-AF0D-5366533C4D34_9056_W_Sunset_Blvd_West_Hollywood_90069,Sunset,9056 W Sunset Boulevard Blvd West Hollywood 90069,,,,
