fid,OBJECTID,OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,FullAddress,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,lon,lat
13618,53976,,,,1245.0,,,South,,,Fairfax,Avenue,,,,,,,,,,,,,90019.0,,Los Angeles,Los Angeles,,,,,LA City,{57EA145F-EE44-40AB-9123-5BA66DE8B64E},0,,57EA145F-EE44-40AB-9123-5BA66DE8B64E,Unknown,,S,,,Ave,S Fairfax Ave,2023/09/12 23:03:18+00,1245 S Fairfax Ave Los Angeles 90019,57EA145F-EE44-40AB-9123-5BA66DE8B64E_1245_S_Fairfax_Ave_Los_Angeles_90019,Fairfax,1245 S Fairfax Avenue Ave Los Angeles 90019,,,,
13704,54082,,,,1319.0,,,South,,,Cochran,Avenue,,,,,,,,,,,,,90019.0,,Los Angeles,Los Angeles,,,,,LA City,{AF321428-27D1-4634-8238-8E69325890B5},0,,AF321428-27D1-4634-8238-8E69325890B5,Unknown,,S,,,Ave,S Cochran Ave,2023/09/12 23:03:18+00,1319 S Cochran Ave Los Angeles 90019,AF321428-27D1-4634-8238-8E69325890B5_1319_S_Cochran_Ave_Los_Angeles_90019,Cochran,1319 S Cochran Avenue Ave Los Angeles 90019,,,,
581640,1158317,,5064001001.0,,1815.0,,,South,,,Cochran,Avenue,,,,,,,,,,,,,90019.0,,Los Angeles,Los Angeles,,,,,LA City,{9223A147-0A07-4017-9ADD-619612DEED43},0,,9223A147-0A07-4017-9ADD-619612DEED43,Unknown,,S,,,Ave,S Cochran Ave,2023/09/12 23:03:18+00,1815 S Cochran Ave Los Angeles 90019,9223A147-0A07-4017-9ADD-619612DEED43_1815_S_Cochran_Ave_Los_Angeles_90019,Cochran,1815 S Cochran Avenue Ave Los Angeles 90019,,,,
581641,1158318,,5064001003.0,,1827.0,,,South,,,Cochran,Avenue,,,,,,,,,,,,,90019.0,,Los Angeles,Los Angeles,,,,,LA City,{02B65283-2E76-4280-894E-3D137D7EC513},0,,02B65283-2E76-4280-894E-3D137D7EC513,Unknown,,S,,,Ave,S Cochran Ave,2023/09/12 23:03:18+00,1827 S Cochran Ave Los Angeles 90019,02B65283-2E76-4280-894E-3D137D7EC513_1827_S_Cochran_Ave_Los_Angeles_90019,Cochran,1827 S Cochran Avenue Ave Los Angeles 90019,,,,
581642,1158319,,5064001003.0,,1825.0,,,South,,,Cochran,Avenue,,,,,,,,,,,,,90019.0,,Los Angeles,Los Angeles,,,,,LA City,{B66CA558-1178-462D-8BE9-1AFBB6C2153B},0,,B66CA558-1178-462D-8BE9-1AFBB6C2153B,Unknown,,S,,,Ave,S Cochran Ave,2023/09/12 23:03:18+00,1825 S Cochran Ave Los Angeles 90019,B66CA558-1178-462D-8BE9-1AFBB6C2153B_1825_S_Cochran_Ave_Los_Angeles_90019,Cochran,1825 S Cochran Avenue Ave Los Angeles 90019,,,,
581643,1158320,,5064001003.0,,1823.0,,,South,,,Cochran,Avenue,,,,,,,,,,,,,90019.0,,Los Angeles,Los Angeles,,,,,LA City,{2A2454BD-B89A-40EF-BB74-A9F2E4896780},0,,2A2454BD-B89A-40EF-BB74-A9F2E4896780,Unknown,,S,,,Ave,S Cochran Ave,2023/09/12 23:03:18+00,1823 S Cochran Ave Los Angeles 90019,2A2454BD-B89A-40EF-BB74-A9F2E4896780_1823_S_Cochran_Ave_Los_Angeles_90019,Cochran,1823 S Cochran Avenue Ave Los Angeles 90019,,,,
581644,1158321,,5064001004.0,,1829.0,,,South,,,Cochran,Avenue,,,,,,,,,,,,,90019.0,,Los Angeles,Los Angeles,,,,,LA City,{0C468695-A8BF-4F9D-AA29-4A604AF26187},0,,0C468695-A8BF-4F9D-AA29-4A604AF26187,Unknown,,S,,,Ave,S Cochran Ave,2023/09/12 23:03:18+00,1829 S Cochran Ave Los Angeles 90019,0C468695-A8BF-4F9D-AA29-4A604AF26187_1829_S_Cochran_Ave_Los_Angeles_90019,Cochran,1829 S Cochran Avenue Ave Los Angeles 90019,,,,
581645,1158322,,5064001005.0,,1835.0,,,South,,,Cochran,Avenue,,,,,,,,,,,,,90019.0,,Los Angeles,Los Angeles,,,,,LA City,{0F4C30EF-7AE2-4ED6-8373-1DCFBB66BCDC},0,,0F4C30EF-7AE2-4ED6-8373-1DCFBB66BCDC,Unknown,,S,,,Ave,S Cochran Ave,2023/09/12 23:03:18+00,1835 S Cochran Ave Los Angeles 90019,0F4C30EF-7AE2-4ED6-8373-1DCFBB66BCDC_1835_S_Cochran_Ave_Los_Angeles_90019,Cochran,1835 S Cochran Avenue Ave Los Angeles 90019,,,,
581646,1158323,,5064001007.0,,1843.0,,,South,,,Cochran,Avenue,,,,,,,,,,,,,90019.0,,Los Angeles,Los Angeles,,,,,LA City,{0418A642-5C60-4002-B33F-E77181E37DD3},0,,0418A642-5C60-4002-B33F-E77181E37DD3,Unknown,,S,,,Ave,S Cochran Ave,2023/09/12 23:03:18+00,1843 S Cochran Ave Los Angeles 90019,0418A642-5C60-4002-B33F-E77181E37DD3_1843_S_Cochran_Ave_Los_Angeles_90019,Cochran,1843 S Cochran Avenue Ave Los Angeles 90019,,,,
581647,1158324,,5064001007.0,,1845.0,,,South,,,Cochran,Avenue,,,,,,,,,,,,,90019.0,,Los Angeles,Los Angeles,,,,,LA City,{B3B683C4-8380-4FF1-9E50-3D0B6142F13E},0,,B3B683C4-8380-4FF1-9E50-3D0B6142F13E,Unknown,,S,,,Ave,S Cochran Ave,2023/09/12 23:03:18+00,1845 S Cochran Ave Los Angeles 90019,B3B683C4-8380-4FF1-9E50-3D0B6142F13E_1845_S_Cochran_Ave_Los_Angeles_90019,Cochran,1845 S Cochran Avenue Ave Los Angeles 90019,,,,
