fid,OBJECTID,OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,FullAddress,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,lon,lat
39,61,,,,1752.0,,,,,,257th,,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{921417EF-C5F7-4238-BFCE-751B1AE149AC},0,,921417EF-C5F7-4238-BFCE-751B1AE149AC,Unknown,,,,,,257th,2015/03/28 03:05:39+00,1752 257th Lomita 90717,921417EF-C5F7-4238-BFCE-751B1AE149AC_1752_257th_Lomita_90717,257th,1752 257th Lomita 90717,,,,
173,267,,,,25430.0,U,,,,,Oak,Street,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{3FAC93D2-9E62-4132-8471-E7488CAF46CD},0,,3FAC93D2-9E62-4132-8471-E7488CAF46CD,Unknown,,,,,St,Oak St,2024/07/17 18:16:05+00,25430 U Oak St Lomita 90717,3FAC93D2-9E62-4132-8471-E7488CAF46CD_25430_U_Oak_St_Lomita_90717,Oak,25430 U Oak Street St Lomita 90717,,,,
177,273,,,,25313.0,U,,,,,Eshelman,Avenue,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{2A906B56-6626-4324-B37E-676C80BA0E4C},0,,2A906B56-6626-4324-B37E-676C80BA0E4C,Utility,,,,,Ave,Eshelman Ave,2024/07/17 18:16:05+00,25313 U Eshelman Ave Lomita 90717,2A906B56-6626-4324-B37E-676C80BA0E4C_25313_U_Eshelman_Ave_Lomita_90717,Eshelman,25313 U Eshelman Avenue Ave Lomita 90717,,,,
399,628,,,,2255.0,,,,,,Blue Rose,Court,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{80EFF318-18B0-4461-BE64-264F845C5B7A},0,,80EFF318-18B0-4461-BE64-264F845C5B7A,Unknown,,,,,Ct,Blue Rose Ct,2015/03/28 02:40:14+00,2255 Blue Rose Ct Lomita 90717,80EFF318-18B0-4461-BE64-264F845C5B7A_2255_Blue_Rose_Ct_Lomita_90717,Blue Rose,2255 Blue Rose Court Ct Lomita 90717,,,,
531,845,,,,2256.0,,,,,,Blue Rose,Court,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{8DCA438E-B84B-4A7E-BE97-6D78246AB5DE},0,,8DCA438E-B84B-4A7E-BE97-6D78246AB5DE,Unknown,,,,,Ct,Blue Rose Ct,2015/03/28 02:25:51+00,2256 Blue Rose Ct Lomita 90717,8DCA438E-B84B-4A7E-BE97-6D78246AB5DE_2256_Blue_Rose_Ct_Lomita_90717,Blue Rose,2256 Blue Rose Court Ct Lomita 90717,,,,
564,889,,,,2271.0,,,,,,Blue Rose,Court,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{DC0631B9-16BD-496B-B198-9FF60B5ACA85},0,,DC0631B9-16BD-496B-B198-9FF60B5ACA85,Unknown,,,,,Ct,Blue Rose Ct,2015/03/28 02:32:11+00,2271 Blue Rose Ct Lomita 90717,DC0631B9-16BD-496B-B198-9FF60B5ACA85_2271_Blue_Rose_Ct_Lomita_90717,Blue Rose,2271 Blue Rose Court Ct Lomita 90717,,,,
672,1076,,,,25338.0,U,,,,,Oak,Street,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{B7A3B16C-BA70-4377-9681-505E4751A765},0,,B7A3B16C-BA70-4377-9681-505E4751A765,Unknown,,,,,St,Oak St,2024/07/17 18:16:05+00,25338 U Oak St Lomita 90717,B7A3B16C-BA70-4377-9681-505E4751A765_25338_U_Oak_St_Lomita_90717,Oak,25338 U Oak Street St Lomita 90717,,,,
909,1464,,,,2262.0,,,,,,Blue Rose,Court,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{12F81FAD-915B-4A05-945F-86E0D437D097},0,,12F81FAD-915B-4A05-945F-86E0D437D097,Unknown,,,,,Ct,Blue Rose Ct,2015/03/28 02:48:34+00,2262 Blue Rose Ct Lomita 90717,12F81FAD-915B-4A05-945F-86E0D437D097_2262_Blue_Rose_Ct_Lomita_90717,Blue Rose,2262 Blue Rose Court Ct Lomita 90717,,,,
1062,1707,,,,2361.0,U,,,,,255th,Street,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{01187748-48D3-4E0E-B1E4-E163E4E2A8D3},0,,01187748-48D3-4E0E-B1E4-E163E4E2A8D3,Utility,,,,,St,255th St,2024/07/17 18:16:05+00,2361 U 255th St Lomita 90717,01187748-48D3-4E0E-B1E4-E163E4E2A8D3_2361_U_255th_St_Lomita_90717,255th,2361 U 255th Street St Lomita 90717,,,,
1287,2088,,,,1750.0,,,,,,257th,,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{7F411CEB-D9F6-42E9-AC05-C3DB1A99B748},0,,7F411CEB-D9F6-42E9-AC05-C3DB1A99B748,Unknown,,,,,,257th,2015/03/28 03:05:39+00,1750 257th Lomita 90717,7F411CEB-D9F6-42E9-AC05-C3DB1A99B748_1750_257th_Lomita_90717,257th,1750 257th Lomita 90717,,,,
1547,2520,,,,1758.0,,,,,,257th,,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{F3A57C2C-30C1-4911-8979-ED3D4F0E2153},0,,F3A57C2C-30C1-4911-8979-ED3D4F0E2153,Unknown,,,,,,257th,2015/03/28 03:05:39+00,1758 257th Lomita 90717,F3A57C2C-30C1-4911-8979-ED3D4F0E2153_1758_257th_Lomita_90717,257th,1758 257th Lomita 90717,,,,
2380,3905,,,,2270.0,,,,,,Blue Rose,Court,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{B284491C-6DE3-45A6-BE64-8455B2B88726},0,,B284491C-6DE3-45A6-BE64-8455B2B88726,Unknown,,,,,Ct,Blue Rose Ct,2015/03/28 02:46:29+00,2270 Blue Rose Ct Lomita 90717,B284491C-6DE3-45A6-BE64-8455B2B88726_2270_Blue_Rose_Ct_Lomita_90717,Blue Rose,2270 Blue Rose Court Ct Lomita 90717,,,,
2655,4381,,,,2011.0,U,,,,,Pacific Coast,Highway,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{A5036823-280B-4043-8591-B49074A2B8B1},0,,A5036823-280B-4043-8591-B49074A2B8B1,Unknown,,,,,Hwy,Pacific Coast Hwy,2024/07/17 18:16:05+00,2011 U Pacific Coast Hwy Lomita 90717,A5036823-280B-4043-8591-B49074A2B8B1_2011_U_Pacific_Coast_Hwy_Lomita_90717,Pacific Coast,2011 U Pacific Coast Highway Hwy Lomita 90717,,,,
3258,5363,,,,25438.0,U,,,,,Narbonne,Avenue,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{0B777B8D-99DB-4062-BBDA-B347B57FE4A7},0,,0B777B8D-99DB-4062-BBDA-B347B57FE4A7,Unknown,,,,,Ave,Narbonne Ave,2024/07/17 18:16:05+00,25438 U Narbonne Ave Lomita 90717,0B777B8D-99DB-4062-BBDA-B347B57FE4A7_25438_U_Narbonne_Ave_Lomita_90717,Narbonne,25438 U Narbonne Avenue Ave Lomita 90717,,,,
3538,5832,,,,26844.0,U,,,,,Rolling Vista,Drive,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{F2736420-2E03-4D2D-B5F8-0774AC028F1D},0,,F2736420-2E03-4D2D-B5F8-0774AC028F1D,Utility,,,,,Dr,Rolling Vista Dr,2024/07/17 18:16:05+00,26844 U Rolling Vista Dr Lomita 90717,F2736420-2E03-4D2D-B5F8-0774AC028F1D_26844_U_Rolling_Vista_Dr_Lomita_90717,Rolling Vista,26844 U Rolling Vista Drive Dr Lomita 90717,,,,
4011,6608,,,,25820.0,U,,,,,Oak,Street,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{AA2FC333-164B-47CB-8072-2D4AB464585D},0,,AA2FC333-164B-47CB-8072-2D4AB464585D,Unknown,,,,,St,Oak St,2024/07/17 18:16:05+00,25820 U Oak St Lomita 90717,AA2FC333-164B-47CB-8072-2D4AB464585D_25820_U_Oak_St_Lomita_90717,Oak,25820 U Oak Street St Lomita 90717,,,,
4396,7240,,,,1756.0,,,,,,257th,,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{A0AD0B2D-5D46-42DD-9031-491EC04869AD},0,,A0AD0B2D-5D46-42DD-9031-491EC04869AD,Unknown,,,,,,257th,2015/03/28 03:05:39+00,1756 257th Lomita 90717,A0AD0B2D-5D46-42DD-9031-491EC04869AD_1756_257th_Lomita_90717,257th,1756 257th Lomita 90717,,,,
4398,7249,,,,24111.0,,,,,,Alliene,Avenue,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,LACO DPW House Numbering Map,{F19643FA-FA3A-48C3-A91C-6426DBDDB430},0,,F19643FA-FA3A-48C3-A91C-6426DBDDB430,Unknown,,,,,Ave,Alliene Ave,2018/11/08 11:09:58+00,24111 Alliene Ave Lomita 90717,F19643FA-FA3A-48C3-A91C-6426DBDDB430_24111_Alliene_Ave_Lomita_90717,Alliene,24111 Alliene Avenue Ave Lomita 90717,,,,
4537,7457,,,,2020.0,U,,,,,Lomita,Boulevard,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{5F22FC27-AE9B-4202-93CF-688626D81727},0,,5F22FC27-AE9B-4202-93CF-688626D81727,Unknown,,,,,Blvd,Lomita Blvd,2024/07/17 18:16:05+00,2020 U Lomita Blvd Lomita 90717,5F22FC27-AE9B-4202-93CF-688626D81727_2020_U_Lomita_Blvd_Lomita_90717,Lomita,2020 U Lomita Boulevard Blvd Lomita 90717,,,,
4683,7693,,,,25810.0,U,,,,,Narbonne,Avenue,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{CD9ABF10-A8F7-4B42-B6A0-90A8D2F43882},0,,CD9ABF10-A8F7-4B42-B6A0-90A8D2F43882,Unknown,,,,,Ave,Narbonne Ave,2024/07/17 18:16:05+00,25810 U Narbonne Ave Lomita 90717,CD9ABF10-A8F7-4B42-B6A0-90A8D2F43882_25810_U_Narbonne_Ave_Lomita_90717,Narbonne,25810 U Narbonne Avenue Ave Lomita 90717,,,,
4717,7746,,,,1754.0,,,,,,257th,,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,Office of Assessor,{3EB21042-5AA1-4064-A734-81E424B27A68},0,,3EB21042-5AA1-4064-A734-81E424B27A68,Unknown,,,,,,257th,2015/03/28 02:21:37+00,1754 257th Lomita 90717,3EB21042-5AA1-4064-A734-81E424B27A68_1754_257th_Lomita_90717,257th,1754 257th Lomita 90717,,,,
4799,7893,,,,25825.0,U,,,,,Narbonne,Avenue,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{FE1558DD-0292-45D4-B7ED-4B18830EFA20},0,,FE1558DD-0292-45D4-B7ED-4B18830EFA20,Unknown,,,,,Ave,Narbonne Ave,2024/07/17 18:16:05+00,25825 U Narbonne Ave Lomita 90717,FE1558DD-0292-45D4-B7ED-4B18830EFA20_25825_U_Narbonne_Ave_Lomita_90717,Narbonne,25825 U Narbonne Avenue Ave Lomita 90717,,,,
5040,8263,,,,25444.0,U,,,,,Cypress,Street,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,LACO DPW Add,{88969225-9398-459E-9FE4-D9DE29AE2491},0,,88969225-9398-459E-9FE4-D9DE29AE2491,Utility,,,,,St,Cypress St,2024/07/17 18:16:05+00,25444 U Cypress St Lomita 90717,88969225-9398-459E-9FE4-D9DE29AE2491_25444_U_Cypress_St_Lomita_90717,Cypress,25444 U Cypress Street St Lomita 90717,,,,
5089,8357,,,,26301.0,U,,,,,Western,Avenue,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{F091D7F2-A009-4CB1-960C-E1158F3FC3AA},0,,F091D7F2-A009-4CB1-960C-E1158F3FC3AA,Unknown,,,,,Ave,Western Ave,2024/07/17 18:16:05+00,26301 U Western Ave Lomita 90717,F091D7F2-A009-4CB1-960C-E1158F3FC3AA_26301_U_Western_Ave_Lomita_90717,Western,26301 U Western Avenue Ave Lomita 90717,,,,
5450,8937,,,,24321.0,U,,,,,Narbonne,Avenue,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{65BA15BE-C2B2-4446-9646-E86695979870},0,,65BA15BE-C2B2-4446-9646-E86695979870,Unknown,,,,,Ave,Narbonne Ave,2024/07/17 18:16:05+00,24321 U Narbonne Ave Lomita 90717,65BA15BE-C2B2-4446-9646-E86695979870_24321_U_Narbonne_Ave_Lomita_90717,Narbonne,24321 U Narbonne Avenue Ave Lomita 90717,,,,
5803,9515,,,,24109.0,,,,,,Alliene,Avenue,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,LACO DPW House Numbering Map,{E997540E-21E0-49BC-BC09-2E0C5E51933C},0,,E997540E-21E0-49BC-BC09-2E0C5E51933C,Unknown,,,,,Ave,Alliene Ave,2018/11/08 11:09:58+00,24109 Alliene Ave Lomita 90717,E997540E-21E0-49BC-BC09-2E0C5E51933C_24109_Alliene_Ave_Lomita_90717,Alliene,24109 Alliene Avenue Ave Lomita 90717,,,,
6686,10963,,,,2263.0,,,,,,Blue Rose,Court,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{8F4F4CBB-87BD-44F8-9B6E-8251C335CD39},0,,8F4F4CBB-87BD-44F8-9B6E-8251C335CD39,Unknown,,,,,Ct,Blue Rose Ct,2015/03/28 02:30:02+00,2263 Blue Rose Ct Lomita 90717,8F4F4CBB-87BD-44F8-9B6E-8251C335CD39_2263_Blue_Rose_Ct_Lomita_90717,Blue Rose,2263 Blue Rose Court Ct Lomita 90717,,,,
6726,11024,,,,25010.0,U,,,,,Ebony,Lane,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,LACO DPW Add,{9E197C9B-1396-4202-A3DB-E9B48077DB97},0,,9E197C9B-1396-4202-A3DB-E9B48077DB97,Utility,,,,,Ln,Ebony Ln,2024/07/17 18:16:05+00,25010 U Ebony Ln Lomita 90717,9E197C9B-1396-4202-A3DB-E9B48077DB97_25010_U_Ebony_Ln_Lomita_90717,Ebony,25010 U Ebony Lane Ln Lomita 90717,,,,
7083,11592,,,,24663.0,U,,,,,Pennsylvania,Avenue,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,CAMS,{8506AFFE-94A2-43F6-A34F-28F60804BD13},0,,8506AFFE-94A2-43F6-A34F-28F60804BD13,Unknown,,,,,Ave,Pennsylvania Ave,2024/07/17 18:16:05+00,24663 U Pennsylvania Ave Lomita 90717,8506AFFE-94A2-43F6-A34F-28F60804BD13_24663_U_Pennsylvania_Ave_Lomita_90717,Pennsylvania,24663 U Pennsylvania Avenue Ave Lomita 90717,,,,
7405,12098,,,,24401.0,U,,,,,Eshelman,Avenue,,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,LACO DPW Add,{8819A6CC-4A16-40EB-AA75-CDBCC2D2C917},0,,8819A6CC-4A16-40EB-AA75-CDBCC2D2C917,Utility,,,,,Ave,Eshelman Ave,2024/07/17 18:16:05+00,24401 U Eshelman Ave Lomita 90717,8819A6CC-4A16-40EB-AA75-CDBCC2D2C917_24401_U_Eshelman_Ave_Lomita_90717,Eshelman,24401 U Eshelman Avenue Ave Lomita 90717,,,,
7543,12309,,,,2120.0,U,,,,,Palos Verdes,Drive,North,,,,,,,,,,,,90717.0,,Lomita,Lomita,,,,,LACO DPW Add,{CC02EFC2-11A3-4AF6-92C6-B7DB94345C3D},0,,CC02EFC2-11A3-4AF6-92C6-B7DB94345C3D,Unknown,,,N,,Dr,Palos Verdes Dr N,2024/07/17 18:16:05+00,2120 U Palos Verdes Dr N Lomita 90717,CC02EFC2-11A3-4AF6-92C6-B7DB94345C3D_2120_U_Palos_Verdes_Dr_N_Lomita_90717,Palos Verdes,2120 U Palos Verdes Drive Dr N Lomita 90717,,,,
