fid,OBJECTID,OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,FullAddress,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,lon,lat
13512,53853,,,,505.0,1/2,,North,,,Sycamore,Avenue,,,,,,,,,,,,,90036.0,,Los Angeles,Los Angeles,,,,,LA City,{29FB3D39-228F-4564-A428-82C50E34942F},0,,29FB3D39-228F-4564-A428-82C50E34942F,Unknown,,N,,,Ave,N Sycamore Ave,2023/09/12 23:03:18+00,505 1/2 N Sycamore Ave Los Angeles 90036,29FB3D39-228F-4564-A428-82C50E34942F_505_1/2_N_Sycamore_Ave_Los_Angeles_90036,Sycamore,505 1/2 N Sycamore Avenue Ave Los Angeles 90036,,,,
606835,1183577,,5084001009.0,,800.0,,,South,,,Highland,Avenue,,,,,,,,,,,,,90036.0,,Los Angeles,Los Angeles,,,,,LA City,{29FC12F8-09AB-4EE1-9792-A1279DF8EC05},0,,29FC12F8-09AB-4EE1-9792-A1279DF8EC05,Unknown,,S,,,Ave,S Highland Ave,2023/09/12 23:03:18+00,800 S Highland Ave Los Angeles 90036,29FC12F8-09AB-4EE1-9792-A1279DF8EC05_800_S_Highland_Ave_Los_Angeles_90036,Highland,800 S Highland Avenue Ave Los Angeles 90036,,,,
606836,1183578,,5084001010.0,,806.0,,,South,,,Highland,Avenue,,,,,,,,,,,,,90036.0,,Los Angeles,Los Angeles,,,,,LA City,{AF006970-793F-473F-8E8B-A68DD7606972},0,,AF006970-793F-473F-8E8B-A68DD7606972,Unknown,,S,,,Ave,S Highland Ave,2023/09/12 23:03:18+00,806 S Highland Ave Los Angeles 90036,AF006970-793F-473F-8E8B-A68DD7606972_806_S_Highland_Ave_Los_Angeles_90036,Highland,806 S Highland Avenue Ave Los Angeles 90036,,,,
606837,1183579,,5084001011.0,,812.0,,,South,,,Highland,Avenue,,,,,,,,,,,,,90036.0,,Los Angeles,Los Angeles,,,,,LA City,{080B8EA5-0684-4D95-949E-9127915D9E29},0,,080B8EA5-0684-4D95-949E-9127915D9E29,Unknown,,S,,,Ave,S Highland Ave,2023/09/12 23:03:18+00,812 S Highland Ave Los Angeles 90036,080B8EA5-0684-4D95-949E-9127915D9E29_812_S_Highland_Ave_Los_Angeles_90036,Highland,812 S Highland Avenue Ave Los Angeles 90036,,,,
606838,1183580,,5084001012.0,,816.0,,,South,,,Highland,Avenue,,,,,,,,,,,,,90036.0,,Los Angeles,Los Angeles,,,,,LA City,{7C98A87C-240F-4851-A852-D7A13F3FDBF1},0,,7C98A87C-240F-4851-A852-D7A13F3FDBF1,Unknown,,S,,,Ave,S Highland Ave,2023/09/12 23:03:18+00,816 S Highland Ave Los Angeles 90036,7C98A87C-240F-4851-A852-D7A13F3FDBF1_816_S_Highland_Ave_Los_Angeles_90036,Highland,816 S Highland Avenue Ave Los Angeles 90036,,,,
606839,1183581,,5084001013.0,,822.0,,,South,,,Highland,Avenue,,,,,,,,,,,,,90036.0,,Los Angeles,Los Angeles,,,,,LA City,{111F8EAC-4BD2-445A-84B5-A80D42C98A16},0,,111F8EAC-4BD2-445A-84B5-A80D42C98A16,Unknown,,S,,,Ave,S Highland Ave,2023/09/12 23:03:18+00,822 S Highland Ave Los Angeles 90036,111F8EAC-4BD2-445A-84B5-A80D42C98A16_822_S_Highland_Ave_Los_Angeles_90036,Highland,822 S Highland Avenue Ave Los Angeles 90036,,,,
606840,1183582,,5084001014.0,,826.0,,,South,,,Highland,Avenue,,,,,,,,,,,,,90036.0,,Los Angeles,Los Angeles,,,,,LA City,{9B8E39AA-90DD-43DD-996A-1FD2E906D1F4},0,,9B8E39AA-90DD-43DD-996A-1FD2E906D1F4,Unknown,,S,,,Ave,S Highland Ave,2023/09/12 23:03:18+00,826 S Highland Ave Los Angeles 90036,9B8E39AA-90DD-43DD-996A-1FD2E906D1F4_826_S_Highland_Ave_Los_Angeles_90036,Highland,826 S Highland Avenue Ave Los Angeles 90036,,,,
606841,1183583,,5084001015.0,,832.0,,,South,,,Highland,Avenue,,,,,,,,,,,,,90036.0,,Los Angeles,Los Angeles,,,,,LA City,{00D17DA1-5DC8-429E-80F2-52E25DDF6D4E},0,,00D17DA1-5DC8-429E-80F2-52E25DDF6D4E,Unknown,,S,,,Ave,S Highland Ave,2023/09/12 23:03:18+00,832 S Highland Ave Los Angeles 90036,00D17DA1-5DC8-429E-80F2-52E25DDF6D4E_832_S_Highland_Ave_Los_Angeles_90036,Highland,832 S Highland Avenue Ave Los Angeles 90036,,,,
606842,1183584,,5084001016.0,,836.0,,,South,,,Highland,Avenue,,,,,,,,,,,,,90036.0,,Los Angeles,Los Angeles,,,,,LA City,{16C2FB62-2AA3-43B6-BED6-964415877B7A},0,,16C2FB62-2AA3-43B6-BED6-964415877B7A,Unknown,,S,,,Ave,S Highland Ave,2023/09/12 23:03:18+00,836 S Highland Ave Los Angeles 90036,16C2FB62-2AA3-43B6-BED6-964415877B7A_836_S_Highland_Ave_Los_Angeles_90036,Highland,836 S Highland Avenue Ave Los Angeles 90036,,,,
606843,1183585,,5084001017.0,,842.0,,,South,,,Highland,Avenue,,,,,,,,,,,,,90036.0,,Los Angeles,Los Angeles,,,,,LA City,{C4727E4C-A680-41CC-BC31-13F9DF0E8FF6},0,,C4727E4C-A680-41CC-BC31-13F9DF0E8FF6,Unknown,,S,,,Ave,S Highland Ave,2023/09/12 23:03:18+00,842 S Highland Ave Los Angeles 90036,C4727E4C-A680-41CC-BC31-13F9DF0E8FF6_842_S_Highland_Ave_Los_Angeles_90036,Highland,842 S Highland Avenue Ave Los Angeles 90036,,,,
