fid,OBJECTID,OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,FullAddress,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,lon,lat
904,1455,,,,19500.0,,,South,,,Rancho,Way,,,,,,,,,,,,,90220.0,,Unincorporated,Compton,Rancho Dominguez,,,,LACO DPW House Numbering Map,{E87A193F-6507-4E3C-9C26-1260468E5FAD},0,,E87A193F-6507-4E3C-9C26-1260468E5FAD,Unknown,,S,,,Wy,S Rancho Wy,2021/09/01 14:05:49+00,19500 S Rancho Wy Compton 90220,E87A193F-6507-4E3C-9C26-1260468E5FAD_19500_S_Rancho_Wy_Compton_90220,Rancho,19500 S Rancho Way Wy Compton 90220,,,,
4042,6654,,,,19433.0,,,South,,,Laurel Park,Road,,,,,,,,,,,,,90220.0,,Unincorporated,Compton,Rancho Dominguez,,,,LACO DPW House Numbering Map,{7E2DDA91-4784-4B31-A748-E35145B3D96F},0,,7E2DDA91-4784-4B31-A748-E35145B3D96F,Unknown,,S,,,Rd,S Laurel Park Rd,2015/05/04 14:38:59+00,19433 S Laurel Park Rd Compton 90220,7E2DDA91-4784-4B31-A748-E35145B3D96F_19433_S_Laurel_Park_Rd_Compton_90220,Laurel Park,19433 S Laurel Park Road Rd Compton 90220,,,,
4051,6663,,,,19520.0,,,South,,,Rancho,Way,,,,,,,,,,,,,90220.0,,Unincorporated,Compton,Rancho Dominguez,,,,LACO DPW House Numbering Map,{A0B181C8-C2C8-4619-82CC-3D67B84846FC},0,,A0B181C8-C2C8-4619-82CC-3D67B84846FC,Unknown,,S,,,Wy,S Rancho Wy,2021/09/01 14:05:49+00,19520 S Rancho Wy Compton 90220,A0B181C8-C2C8-4619-82CC-3D67B84846FC_19520_S_Rancho_Wy_Compton_90220,Rancho,19520 S Rancho Way Wy Compton 90220,,,,
9063,14936,,,,19453.0,,,South,,,Alameda,Street,,,,,,,,,,,,,90220.0,,Unincorporated,Compton,Rancho Dominguez,,,,LACO DPW Add,{8BACFBBB-F6F8-4A65-B561-F1FAF1B1B894},0,,8BACFBBB-F6F8-4A65-B561-F1FAF1B1B894,Unknown,,S,,,St,S Alameda St,2015/05/04 20:39:35+00,19453 S Alameda St Compton 90220,8BACFBBB-F6F8-4A65-B561-F1FAF1B1B894_19453_S_Alameda_St_Compton_90220,Alameda,19453 S Alameda Street St Compton 90220,,,,
9117,15074,,,,19505.0,,,South,,,Alameda,Street,,,,,,,,,,,,,90220.0,,Unincorporated,Compton,Rancho Dominguez,,,,LACO DPW Add,{1E6A0092-0CC0-4B74-934D-7D6555210D46},0,,1E6A0092-0CC0-4B74-934D-7D6555210D46,Unknown,,S,,,St,S Alameda St,2015/05/04 20:40:03+00,19505 S Alameda St Compton 90220,1E6A0092-0CC0-4B74-934D-7D6555210D46_19505_S_Alameda_St_Compton_90220,Alameda,19505 S Alameda Street St Compton 90220,,,,
9434,15864,,,,19455.0,,,South,,,Alameda,Street,,,,,,,,,,,,,90220.0,,Unincorporated,Compton,Rancho Dominguez,,,,LACO DPW Add,{4F7396C5-45F3-4DCE-9C26-BB89C45DD40A},0,,4F7396C5-45F3-4DCE-9C26-BB89C45DD40A,Unknown,,S,,,St,S Alameda St,2015/05/04 20:44:32+00,19455 S Alameda St Compton 90220,4F7396C5-45F3-4DCE-9C26-BB89C45DD40A_19455_S_Alameda_St_Compton_90220,Alameda,19455 S Alameda Street St Compton 90220,,,,
